ENSG1	ENSG2	Name1	Name2	Cofrac_PPI_score	In_Corum	Dm	Xl	Mm	Hs	Dd	Sp	Ce	Sc	Nv
ENSG00000113552	ENSG00000130707	GNPDA1	ASS1	0.131149969	0				ENSG00000113552--ENSG00000130707		SPU_019166--SPU_004769			jgi|Nemve1|180131|estExt_GenewiseH_1.C_160289--jgi|Nemve1|173898|estExt_gwp.C_2730052
ENSG00000100591	ENSG00000165629	AHSA1	ATP5C1	0.131139223	0		XB-GENE-1006919--XB-GENE-970735		ENSG00000100591--ENSG00000165629	DDB_G0269712--DDB_G0292306		C01G10.8--Y69A2AR.18		
ENSG00000067225	ENSG00000091483	PKM2	FH	0.131135129	0	FBgn0003178--FBgn0028336			ENSG00000067225--ENSG00000091483		SPU_001817--SPU_026226		YAL038W--YPL262W YOR347C--YPL262W	
ENSG00000163931	ENSG00000164070	TKT	HSPA4L	0.131120574	0	FBgn0037607--FBgn0026418			ENSG00000163931--ENSG00000164070		SPU_016441--SPU_002779	F01G10.1--C30C11.4		
ENSG00000120053	ENSG00000120686	GOT1	UFM1	0.131116933	0	FBgn0001124--FBgn0085220		ENSMUSG00000025190--ENSMUSG00000027746	ENSG00000120053--ENSG00000120686			T01C8.5--ZK652.3		jgi|Nemve1|246662|estExt_fgenesh1_pg.C_2320014--jgi|Nemve1|87714|e_gw.16.239.1
ENSG00000152556	ENSG00000183527	PFKM	PSMG1	0.131079879	0		XB-GENE-1000687--XB-GENE-866332		ENSG00000152556--ENSG00000183527	DDB_G0274111--DDB_G0279769	SPU_001831--SPU_026706			
ENSG00000095002	ENSG00000134900	MSH2	TPP2	0.131079304	0			ENSMUSG00000024151--ENSMUSG00000041763	ENSG00000095002--ENSG00000134900		SPU_012887--SPU_017198			
ENSG00000124767	ENSG00000137106	GLO1	GRHPR	0.131046869	0	FBgn0033162--FBgn0037370	XB-GENE-6251484--XB-GENE-953413 XB-GENE-6251484--XB-GENE-5815742	ENSMUSG00000024026--ENSMUSG00000035637	ENSG00000124767--ENSG00000137106					
ENSG00000033178	ENSG00000145293	UBA6	ENOPH1	0.131014606	0				ENSG00000033178--ENSG00000145293		SPU_004630--SPU_026712			
ENSG00000109107	ENSG00000128951	ALDOC	DUT	0.131009711	0	FBgn0000064--FBgn0250837	BAA34671--XB-GENE-5882166		ENSG00000109107--ENSG00000128951					
ENSG00000075618	ENSG00000163931	FSCN1	TKT	0.131008447	0	FBgn0003447--FBgn0037607	AAH77847--XB-GENE-948078	ENSMUSG00000029581--ENSMUSG00000021957	ENSG00000075618--ENSG00000163931		SPU_010943--SPU_016441			
ENSG00000136875	ENSG00000150990	PRPF4	DHX37	0.131007648	0				ENSG00000136875--ENSG00000150990		SPU_014361--SPU_008532			jgi|Nemve1|241701|estExt_fgenesh1_pg.C_490112--jgi|Nemve1|189778|estExt_GenewiseH_1.C_1500048
ENSG00000130414	ENSG00000158864	NDUFA10	NDUFS2	0.130989182	1		XB-GENE-949141--XB-GENE-975283		ENSG00000130414--ENSG00000158864			K04G7.4--K09A9.5		
ENSG00000159423	ENSG00000139684	ALDH4A1	ESD	0.130934035	0				ENSG00000159423--ENSG00000139684	DDB_G0283293--DDB_G0283037		F56D12.1--Y48G10A.1		jgi|Nemve1|186547|estExt_GenewiseH_1.C_860011--jgi|Nemve1|243067|estExt_fgenesh1_pg.C_780058
ENSG00000071539	ENSG00000120948	TRIP13	TARDBP	0.130931064	0			ENSMUSG00000021569--ENSMUSG00000041459	ENSG00000071539--ENSG00000120948		SPU_019427--SPU_022940			
ENSG00000115919	ENSG00000172757	KYNU	CFL1	0.130802499	0				ENSG00000115919--ENSG00000172757	DDB_G0284203--DDB_G0277833	SPU_003632--SPU_006172			jgi|Nemve1|235255|estExt_fgenesh1_pm.C_1170006--jgi|Nemve1|236760|estExt_fgenesh1_kg.C_480006
ENSG00000093000	ENSG00000101997	NUP50	CCDC22	0.13077668	0	FBgn0033264--FBgn0036671			ENSG00000093000--ENSG00000101997					
ENSG00000133704	ENSG00000115241	IPO8	PPM1G	0.130768278	0	FBgn0026252--FBgn0033021			ENSG00000133704--ENSG00000115241					
ENSG00000171566	ENSG00000099995	PLRG1	SF3A1	0.13074395	1	FBgn0030365--FBgn0038464			ENSG00000171566--ENSG00000099995	DDB_G0279507--DDB_G0272676				
ENSG00000108654	ENSG00000136231	DDX5	IGF2BP3	0.130737906	1	FBgn0035720--FBgn0262735		ENSMUSG00000020719--ENSMUSG00000029814	ENSG00000108654--ENSG00000136231			F58E10.3--M88.5		
ENSG00000069345	ENSG00000188229	DNAJA2	TUBB4B	0.130724557	0				ENSG00000069345--ENSG00000188229	DDB_G0280037--DDB_G0269196	SPU_008656--SPU_000062			
ENSG00000089737	ENSG00000183751	DDX24	TBL3	0.130697661	0				ENSG00000089737--ENSG00000183751			F55F8.2--Y53C12B.1		
ENSG00000092820	ENSG00000170606	EZR	HSPA4	0.130694002	0	FBgn0011661--FBgn0026418	XB-GENE-865500--XB-GENE-952775		ENSG00000092820--ENSG00000170606			C01G8.5--C30C11.4		jgi|Nemve1|247943|estExt_fgenesh1_pg.C_3800006--jgi|Nemve1|233881|estExt_fgenesh1_pm.C_20015
ENSG00000006125	ENSG00000101558	AP2B1	VAPA	0.130685868	0	FBgn0010380--FBgn0029687			ENSG00000006125--ENSG00000101558			Y71H2B.10--F33D11.11		
ENSG00000101150	ENSG00000110958	TPD52L2	PTGES3	0.130674324	0	FBgn0034345--FBgn0037728	XB-GENE-6254581--XB-GENE-943104		ENSG00000101150--ENSG00000110958					
ENSG00000165637	ENSG00000184752	VDAC2	NDUFA12	0.130673928	0				ENSG00000165637--ENSG00000184752			R05G6.7--Y94H6A.8		
ENSG00000166401	ENSG00000125877	SERPINB8	ITPA	0.130669898	0	FBgn0028983--FBgn0031663						F20D6.4--ZC395.7 C03G6.19--ZC395.7 F20D6.3--ZC395.7		jgi|Nemve1|122048|e_gw.186.64.1--jgi|Nemve1|163483|estExt_gwp.C_400209
ENSG00000147813	ENSG00000196290	NAPRT1	NIF3L1	0.130668393	0				ENSG00000147813--ENSG00000196290		SPU_000172--SPU_004365			
ENSG00000083312	ENSG00000198700	TNPO1	IPO9	0.130661665	0	FBgn0024921--FBgn0037894			ENSG00000083312--ENSG00000198700		SPU_014995--SPU_021727			
ENSG00000071626	ENSG00000131171	DAZAP1	SH3BGRL	0.130640328	0			ENSMUSG00000069565--ENSMUSG00000031246	ENSG00000071626--ENSG00000131171	DDB_G0292698--DDB_G0279011				
ENSG00000153201	ENSG00000140740	RANBP2	UQCRC2	0.130632408	0	FBgn0039302--FBgn0250814			ENSG00000153201--ENSG00000140740					
ENSG00000110107	ENSG00000067596	PRPF19	DHX8	0.13062171	1	FBgn0261119--FBgn0086895		ENSMUSG00000024735--ENSMUSG00000034931						
ENSG00000103653	ENSG00000169504	CSK	CLIC4	0.130593145	0			ENSMUSG00000032312--ENSMUSG00000037242	ENSG00000103653--ENSG00000169504					
ENSG00000161057	ENSG00000024048	PSMC2	UBR2	0.130587694	0	FBgn0028687--FBgn0030809						C52E4.4--C32E8.11		
ENSG00000033178	ENSG00000171793	UBA6	CTPS	0.130562569	0				ENSG00000033178--ENSG00000171793		SPU_004630--SPU_009437			
ENSG00000166796	ENSG00000168374	LDHC	ARF4	0.130523047	0	FBgn0001258--FBgn0013749						F13D12.2--F57H12.1		
ENSG00000070831	ENSG00000119396	CDC42	RAB14	0.130513397	0			ENSMUSG00000006699--ENSMUSG00000026878	ENSG00000070831--ENSG00000119396					jgi|Nemve1|189251|estExt_GenewiseH_1.C_1390011--jgi|Nemve1|164354|estExt_gwp.C_490076
ENSG00000132341	ENSG00000198700	RAN	IPO9	0.130510361	0	FBgn0020255--FBgn0037894			ENSG00000132341--ENSG00000198700		SPU_023217--SPU_021727			
ENSG00000186432	ENSG00000127022	KPNA4	CANX	0.130487256	0	FBgn0027338--FBgn0030755 FBgn0027338--FBgn0015622			ENSG00000186432--ENSG00000127022			F32E10.4--ZK632.6		
ENSG00000117505	ENSG00000176476	DR1	CCDC101	0.130406205	0			ENSMUSG00000029265--ENSMUSG00000030714	ENSG00000117505--ENSG00000176476		SPU_027482--SPU_028054			
ENSG00000100097	ENSG00000149257	LGALS1	SERPINH1	0.13040506	0			ENSMUSG00000068220--ENSMUSG00000070436	ENSG00000100097--ENSG00000149257					
ENSG00000100575	ENSG00000150779	TIMM9	TIMM8B	0.130404637	0		XB-GENE-983803--XB-GENE-6254561	ENSMUSG00000021079--ENSMUSG00000039016	ENSG00000100575--ENSG00000150779			C06G3.11--Y39A3CR.4		
ENSG00000103222	ENSG00000078668	ABCC1	VDAC3	0.130349582	0				ENSG00000103222--ENSG00000078668			F57C12.4--R05G6.7		
ENSG00000147416	ENSG00000140395	ATP6V1B2	WDR61	0.130343927	0	FBgn0005671--FBgn0027524			ENSG00000147416--ENSG00000140395	DDB_G0277401--DDB_G0282793				
ENSG00000067560	ENSG00000038382	RHOA	TRIO	0.130331033	0	FBgn0014020--FBgn0024277			ENSG00000067560--ENSG00000038382		SPU_011029--SPU_001254			
ENSG00000129559	ENSG00000178802	NEDD8	MPI	0.130329475	0		XB-GENE-6067604--XB-GENE-973633	ENSMUSG00000010376--ENSMUSG00000032306	ENSG00000129559--ENSG00000178802	DDB_G0278711--DDB_G0284685	SPU_019424--SPU_005978	F45H11.2--ZK632.4		
ENSG00000125450	ENSG00000110713	NUP85	NUP98	0.130300117	1	FBgn0034310--FBgn0039120			ENSG00000125450--ENSG00000110713					
ENSG00000112640	ENSG00000164818	PPP2R5D	HEATR2	0.13029713	0			ENSMUSG00000059409--ENSMUSG00000025857	ENSG00000112640--ENSG00000164818					
ENSG00000100796	ENSG00000204371	SMEK1	EHMT2	0.130288104	0				ENSG00000100796--ENSG00000204371		SPU_020053--SPU_022792			
ENSG00000155438	ENSG00000183751	MKI67IP	TBL3	0.130235672	0	FBgn0038989--FBgn0033454			ENSG00000155438--ENSG00000183751				YNL110C--YLR222C	
ENSG00000165280	ENSG00000128595	VCP	CALU	0.130217087	0	FBgn0261014--FBgn0025682		ENSMUSG00000028452--ENSMUSG00000029767	ENSG00000165280--ENSG00000128595			C06A1.1--M03F4.7 C41C4.8--M03F4.7		
ENSG00000140403	ENSG00000087191	DNAJA4	PSMC5	0.130195053	0	FBgn0038145--FBgn0020369			ENSG00000140403--ENSG00000087191			F39B2.10--Y49E10.1		jgi|Nemve1|241689|estExt_fgenesh1_pg.C_490084--jgi|Nemve1|196829|fgenesh1_pg.scaffold_3000150
ENSG00000106853	ENSG00000117448	PTGR1	AKR1A1	0.130195051	0		XB-GENE-6255097--XB-GENE-1014358 XB-GENE-5789515--XB-GENE-1014358	ENSMUSG00000028378--ENSMUSG00000028692	ENSG00000106853--ENSG00000117448				YML131W--YDR368W	
ENSG00000106636	ENSG00000213145	YKT6	CRIP1	0.130152482	0				ENSG00000106636--ENSG00000213145			B0361.10--F20D12.5 B0361.10--B0496.7		
ENSG00000109534	ENSG00000083312	GAR1	TNPO1	0.130144819	0	FBgn0011824--FBgn0024921			ENSG00000109534--ENSG00000083312		SPU_005944--SPU_014995	Y66H1A.4--R06A4.4		
ENSG00000188612	ENSG00000142657	SUMO2	PGD	0.130101371	0						SPU_018833--SPU_024379	K12C11.2--T25B9.9		
ENSG00000138430	ENSG00000196230	OLA1	TUBB	0.130085228	0		XB-GENE-1015264--XB-GENE-864839	ENSMUSG00000027108--ENSMUSG00000001525	ENSG00000138430--ENSG00000196230					
ENSG00000072506	ENSG00000109107	HSD17B10	ALDOC	0.130062695	0		XB-GENE-986908--BAA34671		ENSG00000072506--ENSG00000109107		SPU_026624--SPU_027563	F01G4.2--T05D4.1		jgi|Nemve1|163220|estExt_gwp.C_380093--jgi|Nemve1|244812|estExt_fgenesh1_pg.C_1350010
ENSG00000069329	ENSG00000168061	VPS35	SAC3D1	0.130051506	0	FBgn0034708--FBgn0035998	XB-GENE-941157--XB-GENE-990223		ENSG00000069329--ENSG00000168061			F59G1.3--JC8.13		
ENSG00000122406	ENSG00000090621	RPL5	PABPC4	0.129995294	0	FBgn0064225--FBgn0261619			ENSG00000122406--ENSG00000090621		SPU_013432--SPU_015317	F54C9.5--F18H3.3 F54C9.5--Y106G6H.2		
ENSG00000166796	ENSG00000004059	LDHC	ARF5	0.129980004	0	FBgn0001258--FBgn0013749						F13D12.2--F57H12.1		
ENSG00000035687	ENSG00000141959	ADSS	PFKL	0.129940672	0				ENSG00000035687--ENSG00000141959	DDB_G0285429--DDB_G0274111	SPU_020987--SPU_001831			
ENSG00000169504	ENSG00000104419	CLIC4	NDRG1	0.129926994	0				ENSG00000169504--ENSG00000104419			Y105E8A.22--Y48G10A.3		jgi|Nemve1|242968|estExt_fgenesh1_pg.C_760031--jgi|Nemve1|208197|fgenesh1_pg.scaffold_89000059 jgi|Nemve1|247826|estExt_fgenesh1_pg.C_3560010--jgi|Nemve1|208197|fgenesh1_pg.scaffold_89000059
ENSG00000127554	ENSG00000137106	GFER	GRHPR	0.129881372	0	FBgn0031068--FBgn0051674	XB-GENE-987618--XB-GENE-5815742 XB-GENE-987618--XB-GENE-953413	ENSMUSG00000040888--ENSMUSG00000035637	ENSG00000127554--ENSG00000137106					
ENSG00000142168	ENSG00000155368	SOD1	DBI	0.129875959	0	FBgn0003462--FBgn0031992		ENSMUSG00000022982--ENSMUSG00000026385	ENSG00000142168--ENSG00000155368	DDB_G0290343--DDB_G0270658	SPU_006214--SPU_012636	C15F1.7--C44E4.6		
ENSG00000087586	ENSG00000130985	AURKA	UBA1	0.129863406	0			ENSMUSG00000027496--ENSMUSG00000001924	ENSG00000087586--ENSG00000130985					
ENSG00000101596	ENSG00000121060	SMCHD1	TRIM25	0.12984916	0				ENSG00000101596--ENSG00000121060		SPU_003211--SPU_028924 SPU_003211--SPU_009784 SPU_003211--SPU_016874			
ENSG00000069849	ENSG00000133318	ATP1B3	RTN3	0.129830312	0				ENSG00000069849--ENSG00000133318			C17E4.9--W06A7.3 F55F3.3--W06A7.3		
ENSG00000182512	ENSG00000178096	GLRX5	BOLA1	0.129817792	0	FBgn0030584--FBgn0051126		ENSMUSG00000021102--ENSMUSG00000015943				Y49E10.2--K11H12.1		
ENSG00000136628	ENSG00000198700	EPRS	IPO9	0.12975923	0	FBgn0005674--FBgn0037894	XB-GENE-966795--XB-GENE-5960827		ENSG00000136628--ENSG00000198700					
ENSG00000097007	ENSG00000138032	ABL1	PPM1B	0.129742003	0			ENSMUSG00000026842--ENSMUSG00000061130	ENSG00000097007--ENSG00000138032					
ENSG00000164111	ENSG00000196230	ANXA5	TUBB	0.129682569	0		XB-GENE-1007301--XB-GENE-864839	ENSMUSG00000027712--ENSMUSG00000001525	ENSG00000164111--ENSG00000196230					
ENSG00000140988	ENSG00000048544	RPS2	MRPS10	0.129668881	0				ENSG00000140988--ENSG00000048544			C49H3.11--Y37D8A.18		
ENSG00000138095	ENSG00000128534	LRPPRC	NAA38	0.129660385	0			ENSMUSG00000024120--ENSMUSG00000044155	ENSG00000138095--ENSG00000128534			C14C10.4--Y73B6BL.32		
ENSG00000091592	ENSG00000213923	NLRP1	CSNK1E	0.129641815	0				ENSG00000091592--ENSG00000213923		SPU_000457--SPU_001500 SPU_027927--SPU_001500 SPU_008833--SPU_001500 SPU_022412--SPU_001500			
ENSG00000105135	ENSG00000179091	ILVBL	CYC1	0.129634184	0				ENSG00000105135--ENSG00000179091			T26C12.1--C54G4.8		
ENSG00000140740	ENSG00000114850	UQCRC2	SSR3	0.129618214	0		XB-GENE-976158--XB-GENE-964608		ENSG00000140740--ENSG00000114850			T24C4.1--Y38F2AR.2 VW06B3R.1--Y38F2AR.2 T10B10.2--Y38F2AR.2		
ENSG00000089195	ENSG00000111361	TRMT6	EIF2B1	0.129597985	0				ENSG00000089195--ENSG00000111361			ZK858.7--ZK1098.4		
ENSG00000136930	ENSG00000179262	PSMB7	RAD23A	0.129580731	0	FBgn0023174--FBgn0026777			ENSG00000136930--ENSG00000179262	DDB_G0283679--DDB_G0286357				
ENSG00000171793	ENSG00000126457	CTPS	PRMT1	0.129576103	0	FBgn0262707--FBgn0037834	XB-GENE-957436--Q8AV13		ENSG00000171793--ENSG00000126457			W06H3.3--Y113G7B.17		jgi|Nemve1|239752|estExt_fgenesh1_pg.C_190079--jgi|Nemve1|179399|estExt_GenewiseH_1.C_120205
ENSG00000138594	ENSG00000147416	TMOD3	ATP6V1B2	0.129562504	0		XB-GENE-944522--XB-GENE-941738		ENSG00000138594--ENSG00000147416		SPU_027778--SPU_016414			
ENSG00000124942	ENSG00000197451	AHNAK	HNRNPAB	0.129554278	0			ENSMUSG00000069833--ENSMUSG00000020358	ENSG00000124942--ENSG00000197451					
ENSG00000174903	ENSG00000249915	RAB1B	PDCD6	0.129518817	0			ENSMUSG00000024870--ENSMUSG00000021576	ENSG00000174903--ENSG00000249915	DDB_G0283757--DDB_G0291081				jgi|Nemve1|167582|estExt_gwp.C_890143--jgi|Nemve1|236562|estExt_fgenesh1_kg.C_250010
ENSG00000108469	ENSG00000174953	RECQL5	DHX36	0.129505659	0	FBgn0027375--FBgn0032883		ENSMUSG00000020752--ENSMUSG00000027770	ENSG00000108469--ENSG00000174953					
ENSG00000162704	ENSG00000077549	ARPC5	CAPZB	0.129505154	0		XB-GENE-866317--XB-GENE-490549		ENSG00000162704--ENSG00000077549	DDB_G0288319--DDB_G0267374		M01B12.3--M106.5		
ENSG00000116560	ENSG00000178741	SFPQ	COX5A	0.129489052	0			ENSMUSG00000028820--ENSMUSG00000000088	ENSG00000116560--ENSG00000178741			F25B5.7--Y37D8A.14	YDR432W--YHR051W	
ENSG00000078668	ENSG00000167863	VDAC3	ATP5H	0.12946686	0	FBgn0004363--FBgn0016120	XB-GENE-949893--XB-GENE-993884		ENSG00000078668--ENSG00000167863					
ENSG00000136854	ENSG00000138071	STXBP1	ACTR2	0.129442012	0			ENSMUSG00000026797--ENSMUSG00000020152	ENSG00000136854--ENSG00000138071				YDR164C--YDL029W	
ENSG00000163466	ENSG00000167658	ARPC2	EEF2	0.129425657	0	FBgn0032859--FBgn0000559		ENSMUSG00000006304--ENSMUSG00000034994	ENSG00000163466--ENSG00000167658	DDB_G0282813--DDB_G0288373 DDB_G0282813--DDB_G0287685	SPU_017502--SPU_010829	Y6D11A.2--F25H5.4		
ENSG00000108439	ENSG00000198431	PNPO	TXNRD1	0.129389326	0			ENSMUSG00000018659--ENSMUSG00000020250	ENSG00000108439--ENSG00000198431		SPU_009131--SPU_009534			jgi|Nemve1|80869|e_gw.3.424.1--jgi|Nemve1|188544|estExt_GenewiseH_1.C_1240114
ENSG00000163166	ENSG00000198730	IWS1	CTR9	0.129380109	0	FBgn0030738--FBgn0035205		ENSMUSG00000024384--ENSMUSG00000005609	ENSG00000163166--ENSG00000198730		SPU_014489--SPU_008914			
ENSG00000103353	ENSG00000151247	UBFD1	EIF4E	0.129349374	0			ENSMUSG00000030870--ENSMUSG00000028156	ENSG00000103353--ENSG00000151247		SPU_025884--SPU_028477			
ENSG00000117448	ENSG00000137106	AKR1A1	GRHPR	0.129337689	0		XB-GENE-1014358--XB-GENE-5815742 XB-GENE-1014358--XB-GENE-953413		ENSG00000117448--ENSG00000137106		SPU_027986--SPU_022924			jgi|Nemve1|181888|estExt_GenewiseH_1.C_320242--jgi|Nemve1|185114|estExt_GenewiseH_1.C_660075
ENSG00000111669	ENSG00000165434	TPI1	PGM2L1	0.129303229	0				ENSG00000111669--ENSG00000165434			Y17G7B.7--Y43F4B.5		jgi|Nemve1|166299|estExt_gwp.C_710198--jgi|Nemve1|163252|estExt_gwp.C_380181
ENSG00000139697	ENSG00000115310	SBNO1	RTN4	0.129300007	0	FBgn0005410--FBgn0053113		ENSMUSG00000038095--ENSMUSG00000020458	ENSG00000139697--ENSG00000115310					
ENSG00000089220	ENSG00000126432	PEBP1	PRDX5	0.129286723	0	FBgn0032453--FBgn0038570	XB-GENE-6256253--XB-GENE-1006737		ENSG00000089220--ENSG00000126432	DDB_G0283803--DDB_G0285741				jgi|Nemve1|127212|e_gw.236.109.1--jgi|Nemve1|211830|fgenesh1_pg.scaffold_144000047
ENSG00000114573	ENSG00000131143	ATP6V1A	COX4I1	0.129267256	0				ENSG00000114573--ENSG00000131143			Y49A3A.2--W09C5.8		
ENSG00000196305	ENSG00000132142	IARS	ACACA	0.129254705	0	FBgn0027086--FBgn0033246				DDB_G0278293--DDB_G0288387		R11A8.6--W09B6.1		
ENSG00000073921	ENSG00000138668	PICALM	HNRNPD	0.129215062	0			ENSMUSG00000039361--ENSMUSG00000000568	ENSG00000073921--ENSG00000138668					
ENSG00000086758	ENSG00000136146	HUWE1	MED4	0.129214608	0	FBgn0030674--FBgn0035754		ENSMUSG00000025261--ENSMUSG00000022109	ENSG00000086758--ENSG00000136146		SPU_027523--SPU_016733			
ENSG00000067225	ENSG00000102144	PKM2	PGK1	0.129214552	0				ENSG00000067225--ENSG00000102144			F25H5.3--T03F1.3		
ENSG00000174231	ENSG00000153201	PRPF8	RANBP2	0.129184137	0	FBgn0033688--FBgn0039302		ENSMUSG00000020850--ENSMUSG00000003226	ENSG00000174231--ENSG00000153201		SPU_012930--SPU_020083			
ENSG00000116750	ENSG00000136930	UCHL5	PSMB7	0.129182085	0	FBgn0011327--FBgn0023174	XB-GENE-968747--XB-GENE-946045		ENSG00000116750--ENSG00000136930			C08B11.7--C47B2.4		
ENSG00000133056	ENSG00000169710	PIK3C2B	FASN	0.129174736	0	FBgn0015278--FBgn0027571			ENSG00000133056--ENSG00000169710					
ENSG00000114491	ENSG00000124767	UMPS	GLO1	0.129168805	0	FBgn0003257--FBgn0033162	XB-GENE-6255327--XB-GENE-6251484 XB-GENE-6255327--XB-GENE-995339		ENSG00000114491--ENSG00000124767	DDB_G0280041--DDB_G0291265				
ENSG00000162613	ENSG00000160124	FUBP1	CCDC58	0.12914966	0	FBgn0014870--FBgn0036909	XB-GENE-6252996--XB-GENE-5730642		ENSG00000162613--ENSG00000160124					
ENSG00000103018	ENSG00000138674	CYB5B	SEC31A	0.129123541	0	FBgn0033189--FBgn0033339			ENSG00000103018--ENSG00000138674	DDB_G0278753--DDB_G0270992		C31E10.7--T01G1.3		
ENSG00000071626	ENSG00000153048	DAZAP1	CARHSP1	0.129111997	0	FBgn0004838--FBgn0036661		ENSMUSG00000069565--ENSMUSG00000008393	ENSG00000071626--ENSG00000153048					
ENSG00000142949	ENSG00000182446	PTPRF	NPLOC4	0.129067848	0	FBgn0000464--FBgn0039348			ENSG00000142949--ENSG00000182446					
ENSG00000073578	ENSG00000106211	SDHA	HSPB1	0.129058292	0			ENSMUSG00000021577--ENSMUSG00000004951	ENSG00000073578--ENSG00000106211			C03G5.1--C09B8.6 C34B2.7--C09B8.6		
ENSG00000071626	ENSG00000172757	DAZAP1	CFL1	0.129018004	0	FBgn0004838--FBgn0011726		ENSMUSG00000069565--ENSMUSG00000056201	ENSG00000071626--ENSG00000172757					
ENSG00000108953	ENSG00000138778	YWHAE	CENPE	0.129008534	0	FBgn0020238--FBgn0040232			ENSG00000108953--ENSG00000138778					
ENSG00000204843	ENSG00000068793	DCTN1	CYFIP1	0.128973998	0	FBgn0001108--FBgn0038320			ENSG00000204843--ENSG00000068793					
ENSG00000163931	ENSG00000120265	TKT	PCMT1	0.128966102	0	FBgn0037607--FBgn0086768	XB-GENE-948078--XB-GENE-959022	ENSMUSG00000021957--ENSMUSG00000019795	ENSG00000163931--ENSG00000120265		SPU_016441--SPU_014888			
ENSG00000182199	ENSG00000115541	SHMT2	HSPE1	0.128942861	0	FBgn0029823--FBgn0036334	XB-GENE-957481--XB-GENE-963418		ENSG00000182199--ENSG00000115541	DDB_G0277947--DDB_G0288265 DDB_G0291652--DDB_G0288265 DDB_G0277947--DDB_G0287811 DDB_G0291652--DDB_G0287811		C05D11.11--Y22D7AL.10		
ENSG00000113407	ENSG00000121579	TARS	NAA50	0.12892189	0	FBgn0027081--FBgn0024188	XB-GENE-975294--XB-GENE-996007	ENSMUSG00000022241--ENSMUSG00000022698	ENSG00000113407--ENSG00000121579		SPU_020801--SPU_027117	C47D12.6--F40F4.7		jgi|Nemve1|219591|fgenesh1_pg.scaffold_422000022--jgi|Nemve1|135323|e_gw.354.30.1
ENSG00000103187	ENSG00000158710	COTL1	TAGLN2	0.12889219	0		XB-GENE-6077892--XB-GENE-6078591	ENSMUSG00000031827--ENSMUSG00000026547	ENSG00000103187--ENSG00000158710					jgi|Nemve1|170922|estExt_gwp.C_1600101--jgi|Nemve1|161196|estExt_gwp.C_190126
ENSG00000055044	ENSG00000052749	NOP58	RRP12	0.128872263	0	FBgn0026196--FBgn0030504						W01B11.3--Y46E12BL.2		
ENSG00000138069	ENSG00000164405	RAB1A	UQCRQ	0.128856454	0				ENSG00000138069--ENSG00000164405			C39F7.4--F45H10.2		
ENSG00000114573	ENSG00000165629	ATP6V1A	ATP5C1	0.128844957	0		XB-GENE-865279--XB-GENE-970735		ENSG00000114573--ENSG00000165629			Y49A3A.2--Y69A2AR.18		
ENSG00000070756	ENSG00000100316	PABPC1	RPL3	0.128827417	0	FBgn0261619--FBgn0020910			ENSG00000070756--ENSG00000100316		SPU_015317--SPU_008778	Y106G6H.2--F13B10.2 F18H3.3--F13B10.2		
ENSG00000101210	ENSG00000173692	EEF1A2	PSMD1	0.128824143	0	FBgn0000556--FBgn0028692	XB-GENE-975444--XB-GENE-989965		ENSG00000101210--ENSG00000173692					jgi|Nemve1|247215|estExt_fgenesh1_pg.C_2780044--jgi|Nemve1|193603|estExt_GenewiseH_1.C_3040017
ENSG00000100142	ENSG00000161980	POLR2F	POLR3K	0.128809953	0			ENSMUSG00000033020--ENSMUSG00000038628				C06A1.5--Y77E11A.6		
ENSG00000087842	ENSG00000112335	PIR	SNX3	0.128751513	0				ENSG00000087842--ENSG00000112335		SPU_019706--SPU_021342			jgi|Nemve1|171009|estExt_gwp.C_1650041--jgi|Nemve1|244464|estExt_fgenesh1_pg.C_1220038
ENSG00000106682	ENSG00000115548	EIF4H	KDM3A	0.128750453	0		XB-GENE-970970--XB-GENE-1012805	ENSMUSG00000040731--ENSMUSG00000053470	ENSG00000106682--ENSG00000115548					
ENSG00000134333	ENSG00000124299	LDHA	PEPD	0.128727202	0	FBgn0001258--FBgn0000455						F13D12.2--K12C11.1		
ENSG00000141385	ENSG00000164405	AFG3L2	UQCRQ	0.128709887	0		XB-GENE-6251993--XB-GENE-6254704		ENSG00000141385--ENSG00000164405			Y47G6A.10--R07E4.3 Y47G6A.10--F45H10.2		
ENSG00000188641	ENSG00000197713	DPYD	RPE	0.128708766	0	FBgn0086450--FBgn0050499					SPU_000799--SPU_018907	C25F6.3--F08F8.7		jgi|Nemve1|190441|estExt_GenewiseH_1.C_1710074--jgi|Nemve1|158372|estExt_gwp.C_30554
ENSG00000108953	ENSG00000138363	YWHAE	ATIC	0.128702497	0		XB-GENE-996381--XB-GENE-998812 XB-GENE-996381--AAH72321		ENSG00000108953--ENSG00000138363		SPU_003825--SPU_026340			jgi|Nemve1|104509|e_gw.73.243.1--jgi|Nemve1|170139|estExt_gwp.C_1410069
ENSG00000156508	ENSG00000072506	EEF1A1	HSD17B10	0.128700513	0	FBgn0000556--FBgn0021765 FBgn0000557--FBgn0021765		ENSMUSG00000037742--ENSMUSG00000025260	ENSG00000156508--ENSG00000072506					jgi|Nemve1|247215|estExt_fgenesh1_pg.C_2780044--jgi|Nemve1|163220|estExt_gwp.C_380093
ENSG00000106211	ENSG00000141522	HSPB1	ARHGDIA	0.128664909	0			ENSMUSG00000004951--ENSMUSG00000025132	ENSG00000106211--ENSG00000141522			C09B8.6--F46H6.1		
