	id	length	mass
71407	G3V5R9_HUMAN	630	71407
32383	G3V5S4_HUMAN	304	32383
6640	V9GYL2_HUMAN	58	6640
21491	A0A3S6RH38_HUMAN	183	21491
22610	B4DEI9_HUMAN	214	22610
7197	Q05D73_HUMAN	63	7197
4726	H7BYU7_HUMAN	43	4726
39178	Q86TP0_HUMAN	359	39178
787723	G3V5X4_HUMAN	6818	787723
9969	Q30038_HUMAN	83	9969
25811	G3V5X9_HUMAN	227	25811
92108	G3XAA4_HUMAN	834	92108
81326	G3XAG5_HUMAN	729	81326
43845	G3XAH0_HUMAN	378	43845
182587	G3XAI2_HUMAN	1649	182587
24625	B7Z4S2_HUMAN	243	24625
24595	Q7Z375_HUMAN	228	24595
124592	G3XAL9_HUMAN	1150	124592
65060	B3KXB0_HUMAN	581	65060
7247	Q8WWN3_HUMAN	62	7247
58898	G3XAN1_HUMAN	525	58898
11155	M0R0Q9_HUMAN	101	11155
79697	G3XAP6_HUMAN	724	79697
60720	G4V2I7_HUMAN	545	60720
101748	G4V2I8_HUMAN	911	101748
101806	G4V2I9_HUMAN	911	101806
38887	G4W127_HUMAN	347	38887
51631	B2R6E2_HUMAN	469	51631
37827	G4XH68_HUMAN	339	37827
29871	U3Q200_HUMAN	261	29871
18568	K7ELX2_HUMAN	172	18568
25598	A4D111_HUMAN	231	25598
157786	G5E948_HUMAN	1384	157786
55643	G5E950_HUMAN	643	55643
63218	A0A0J9YX70_HUMAN	561	63218
55803	C7DTY1_HUMAN	494	55803
46306	G5E972_HUMAN	414	46306
49800	G5E973_HUMAN	468	49800
26516	A8K4N3_HUMAN	229	26516
63985	G5E994_HUMAN	571	63985
93630	G5E9C5_HUMAN	823	93630
58833	A8K7V1_HUMAN	501	58833
189676	G5E9E7_HUMAN	1692	189676
73474	G5E9F8_HUMAN	661	73474
40267	G5E9G0_HUMAN	351	40267
178853	G5E9G1_HUMAN	1566	178853
184114	G5E9G7_HUMAN	1705	184114
30769	F8WCX5_HUMAN	281	30769
18585	A0A994J3Y7_HUMAN	167	18585
76148	Q8NF33_HUMAN	700	76148
33853	Q4U3E1_HUMAN	315	33853
21645	G5E9P3_HUMAN	192	21645
15773	J3QRK9_HUMAN	145	15773
35430	A0A126GWN8_HUMAN	313	35430
8971	K7ERN5_HUMAN	78	8971
28858	Q6ICV2_HUMAN	269	28858
62507	G5E9S8_HUMAN	549	62507
48085	Q59EF5_HUMAN	419	48085
85147	G5E9W2_HUMAN	764	85147
36283	K7EME0_HUMAN	342	36283
36089	G5E9X4_HUMAN	327	36089
34819	H0YKY4_HUMAN	312	34819
53609	G5EA13_HUMAN	467	53609
97793	G5EA25_HUMAN	892	97793
111985	G5EA31_HUMAN	1042	111985
91738	F8WE45_HUMAN	821	91738
27048	Q572P5_HUMAN	234	27048
90742	G5EKE5_HUMAN	811	90742
45684	Q8IVX9_HUMAN	407	45684
42921	G8JLB3_HUMAN	384	42921
28124	G8JLH6_HUMAN	251	28124
51470	G8XRH5_HUMAN	462	51470
112556	G8XUU6_HUMAN	1008	112556
105819	G8XUU7_HUMAN	946	105819
81166	G8XUU8_HUMAN	727	81166
36307	M0QZB8_HUMAN	329	36307
36281	H3BNM9_HUMAN	317	36281
33512	G9BCZ0_HUMAN	306	33512
42111	G9FP35_HUMAN	359	42111
4409	F5H6K5_HUMAN	38	4409
27447	A0A7T8IGN5_HUMAN	238	27447
140655	G9JXB8_HUMAN	1294	140655
18570	Q86UI9_HUMAN	161	18570
66929	G9LGH5_HUMAN	603	66929
42800	G9LJ24_HUMAN	380	42800
13139	Q6ZVI0_HUMAN	123	13139
18741	Q75M92_HUMAN	172	18741
18590	Q7GWZ6_HUMAN	174	18590
67347	H0UI80_HUMAN	599	67347
19081	H7C0Y7_HUMAN	171	19081
76073	H0Y2R3_HUMAN	727	76073
203485	H0Y2S9_HUMAN	1794	203485
48646	H0Y2V1_HUMAN	463	48646
172084	H0Y2V6_HUMAN	1558	172084
95967	H0Y2V8_HUMAN	873	95967
12143	B4E0E5_HUMAN	108	12143
61047	Q6P516_HUMAN	538	61047
56264	H0Y322_HUMAN	490	56264
191475	H0Y325_HUMAN	1654	191475
157623	H0Y326_HUMAN	1355	157623
64529	H0Y339_HUMAN	566	64529
96055	H0Y360_HUMAN	836	96055
33350	H0Y368_HUMAN	295	33350
111195	H0Y380_HUMAN	979	111195
505755	H0Y390_HUMAN	4434	505755
55223	H0Y3D6_HUMAN	507	55223
33661	H0Y3F0_HUMAN	322	33661
116875	H0Y3N9_HUMAN	1049	116875
98118	H0Y3P2_HUMAN	869	98118
42992	H0Y3S0_HUMAN	375	42992
28113	C9J7M1_HUMAN	242	28113
119987	H0Y3T7_HUMAN	1058	119987
20602	Q9HAT3_HUMAN	187	20602
35097	B4DVF0_HUMAN	308	35097
8996	V5L5K8_HUMAN	79	8996
20275	H0Y3G1_HUMAN	179	20275
47440	H0Y3Z3_HUMAN	418	47440
42017	Q53EV3_HUMAN	377	42017
50346	H0Y450_HUMAN	441	50346
277995	H0Y459_HUMAN	2514	277995
281216	H0Y465_HUMAN	2502	281216
34058	V9GYR6_HUMAN	294	34058
16895	D6R977_HUMAN	156	16895
205834	H0Y488_HUMAN	1901	205834
70217	H0Y4A4_HUMAN	627	70217
14953	A0A5C2GGF8_HUMAN	132	14953
14184	C9JBV8_HUMAN	128	14184
50633	H0Y4F5_HUMAN	455	50633
145667	H0Y4H1_HUMAN	1291	145667
43017	A0A873BDV6_HUMAN	388	43017
81695	B4DFC8_HUMAN	702	81695
18003	E9PPI4_HUMAN	165	18003
29051	H0Y4T4_HUMAN	263	29051
8773	H0Y4T6_HUMAN	84	8773
57270	H0Y4T7_HUMAN	511	57270
438925	H0Y4W2_HUMAN	3873	438925
35298	H0Y4W6_HUMAN	310	35298
27557	H0Y4Z6_HUMAN	245	27557
66220	H0Y4Z7_HUMAN	586	66220
45406	H0Y512_HUMAN	409	45406
69661	H0Y517_HUMAN	628	69661
11598	Q9UL87_HUMAN	104	11598
72943	H0Y589_HUMAN	659	72943
126293	H0Y5B5_HUMAN	1085	126293
151249	H0Y5C0_HUMAN	1351	151249
91125	H0Y5D5_HUMAN	820	91125
25102	A0A087WWW9_HUMAN	222	25102
60245	B4DJ93_HUMAN	562	60245
17742	E9PDA6_HUMAN	153	17742
45737	H0Y5I3_HUMAN	411	45737
65676	H0Y5R1_HUMAN	588	65676
14656	B7Z9U0_HUMAN	128	14656
117846	H0Y5V1_HUMAN	1048	117846
19938	A0A7T8GED3_HUMAN	176	19938
18201	F2Z3L4_HUMAN	157	18201
107972	H0Y626_HUMAN	953	107972
37609	C0JXB8_HUMAN	330	37609
9665	K7EML6_HUMAN	90	9665
24033	H0Y6E5_HUMAN	218	24033
104403	H0Y6E6_HUMAN	934	104403
75197	A0A669KBA8_HUMAN	684	75197
92226	H0Y6H0_HUMAN	823	92226
95164	H0Y6H4_HUMAN	864	95164
26611	X6RGK9_HUMAN	240	26611
109223	H0Y6I7_HUMAN	999	109223
88400	H0Y6K2_HUMAN	807	88400
75312	H0Y6K5_HUMAN	713	75312
71044	H0Y6N5_HUMAN	634	71044
39803	H0Y6T5_HUMAN	368	39803
59382	H0Y6W0_HUMAN	525	59382
31707	I7H1H3_HUMAN	273	31707
18768	H0Y6Y8_HUMAN	169	18768
174950	H0Y6Z7_HUMAN	1553	174950
31099	G3V350_HUMAN	278	31099
83838	H0Y713_HUMAN	748	83838
78620	H0Y718_HUMAN	689	78620
79591	H0Y742_HUMAN	710	79591
143742	H0Y760_HUMAN	1296	143742
196329	H0Y765_HUMAN	1766	196329
78908	H0Y7C1_HUMAN	714	78908
22991	Q5VVW5_HUMAN	214	22991
122897	H0Y7E2_HUMAN	1091	122897
47825	A8K9I1_HUMAN	414	47825
37592	B2RCJ9_HUMAN	336	37592
159046	H0Y7H7_HUMAN	1389	159046
190696	H0Y7H8_HUMAN	1758	190696
56566	H0Y7K5_HUMAN	519	56566
77990	H0Y7L6_HUMAN	738	77990
20073	F8VVA6_HUMAN	185	20073
18978	B4E0G3_HUMAN	165	18978
41380	H0Y7P7_HUMAN	362	41380
54034	H0Y7Q2_HUMAN	469	54034
185888	H0Y7R3_HUMAN	1773	185888
25748	A0A7D3USG6_HUMAN	224	25748
43323	H0Y7R8_HUMAN	389	43323
234584	H0Y7T5_HUMAN	2220	234584
89202	H0Y7T7_HUMAN	798	89202
9978	V9GYV0_HUMAN	86	9978
478871	H0Y7V4_HUMAN	4188	478871
69695	H0Y7V7_HUMAN	594	69695
109978	H0Y7V8_HUMAN	984	109978
70075	X6REB3_HUMAN	679	70075
23214	E5RJD9_HUMAN	206	23214
61484	B5MCH3_HUMAN	571	61484
120774	H0Y7Z1_HUMAN	1103	120774
14330	Q8N9J2_HUMAN	135	14330
75859	H0Y818_HUMAN	679	75859
42262	X5D7T5_HUMAN	394	42262
133635	H0Y858_HUMAN	1186	133635
110344	H0Y859_HUMAN	991	110344
84817	H0Y860_HUMAN	754	84817
247615	H0Y879_HUMAN	2181	247615
89235	H0Y895_HUMAN	797	89235
17467	A0A8I5QJW4_HUMAN	158	17467
56168	H0Y8B5_HUMAN	490	56168
118130	H0Y8C9_HUMAN	1066	118130
159965	H0Y8D6_HUMAN	1441	159965
45748	H0Y8E2_HUMAN	397	45748
28173	H0Y8E8_HUMAN	253	28173
12307	K7ENQ2_HUMAN	104	12307
82557	H0Y8J2_HUMAN	728	82557
30389	H0Y8J6_HUMAN	260	30389
18467	H3BMN5_HUMAN	158	18467
17462	Q96I73_HUMAN	160	17462
22137	C9J0A2_HUMAN	202	22137
19486	H3BU58_HUMAN	180	19486
24546	H0YK62_HUMAN	230	24546
26725	Q6L635_HUMAN	229	26725
61432	H0Y8P4_HUMAN	545	61432
11381	E7ET73_HUMAN	105	11381
59620	B4DSS8_HUMAN	548	59620
98864	H0Y8R2_HUMAN	898	98864
3400	Q9BXM4_HUMAN	31	3400
46492	H0Y8U5_HUMAN	430	46492
213525	H0Y8U8_HUMAN	1890	213525
45176	A0A0A8WGH0_HUMAN	417	45176
59728	H0Y8V9_HUMAN	545	59728
104800	H0Y8X6_HUMAN	910	104800
100580	H0Y8Y7_HUMAN	994	100580
18866	A0A1B0GTP3_HUMAN	162	18866
109391	H0Y926_HUMAN	939	109391
458857	H0Y933_HUMAN	4183	458857
101532	H0Y948_HUMAN	902	101532
32970	H3BUN0_HUMAN	300	32970
21083	W5REC4_HUMAN	181	21083
11577	A0A7T0PXR3_HUMAN	112	11577
30073	J3KRM0_HUMAN	265	30073
49320	H0Y9C1_HUMAN	435	49320
22112	J3QQN0_HUMAN	198	22112
195942	H0Y9E9_HUMAN	1792	195942
30896	H0Y9F4_HUMAN	277	30896
48519	H0Y9H2_HUMAN	444	48519
20696	H0Y9K4_HUMAN	191	20696
12193	C9J7A3_HUMAN	107	12193
13499	H7C3T0_HUMAN	123	13499
8762	J3QLV1_HUMAN	78	8762
95645	H0Y9P1_HUMAN	854	95645
33246	H0Y9R3_HUMAN	295	33246
10045	Q9BD47_HUMAN	83	10045
336849	H0Y9T6_HUMAN	3006	336849
99051	H0Y9V7_HUMAN	903	99051
125364	H0Y9Y3_HUMAN	1155	125364
37248	B7Z3U3_HUMAN	345	37248
62431	A0A075B6H3_HUMAN	580	62431
153168	H0YA04_HUMAN	1371	153168
33320	H0YA09_HUMAN	294	33320
8223	U5YEB8_HUMAN	70	8223
53075	H0YA26_HUMAN	473	53075
13409	F5H3E8_HUMAN	128	13409
107627	H0YA68_HUMAN	953	107627
68266	H0YA82_HUMAN	594	68266
58474	M0QXS5_HUMAN	530	58474
31829	Q8IWJ1_HUMAN	283	31829
19655	H0YAA8_HUMAN	179	19655
48983	H0YAB3_HUMAN	443	48983
76885	H0YAC1_HUMAN	686	76885
22028	H0YAC5_HUMAN	191	22028
26182	Q09MK0_HUMAN	226	26182
7409	H7C359_HUMAN	66	7409
11663	J3KS17_HUMAN	104	11663
43413	H0YAL9_HUMAN	385	43413
27416	Q59FK5_HUMAN	250	27416
89847	H0YAM8_HUMAN	829	89847
10591	Q9UF73_HUMAN	98	10591
19260	U3KQU7_HUMAN	179	19260
66650	H0YAR2_HUMAN	599	66650
16772	F8WC07_HUMAN	153	16772
22050	E5RIU5_HUMAN	202	22050
16043	H0YM22_HUMAN	165	16043
60419	H0YAV0_HUMAN	537	60419
47078	H0YAV1_HUMAN	408	47078
21333	H0Y934_HUMAN	195	21333
24241	A0A7P0TAQ4_HUMAN	212	24241
13618	Q6ZPA8_HUMAN	121	13618
62175	A0A1U9X8Q1_HUMAN	539	62175
33043	J3KR68_HUMAN	288	33043
57566	A0A386IPH1_HUMAN	509	57566
19711	H0YB88_HUMAN	176	19711
27732	B4DZS6_HUMAN	242	27732
35956	H0YB99_HUMAN	319	35956
230691	H0YBA1_HUMAN	2043	230691
78813	H0YBA3_HUMAN	713	78813
64285	B3KNU1_HUMAN	589	64285
96447	H0YBC6_HUMAN	858	96447
20097	A0A5K1TTA9_HUMAN	174	20097
22779	Q76MY9_HUMAN	213	22779
21665	Q580X0_HUMAN	203	21665
36860	H0YBH3_HUMAN	329	36860
66554	H0YBI6_HUMAN	607	66554
20571	B3KR99_HUMAN	178	20571
19800	Q86YM0_HUMAN	174	19800
28640	F5GWR6_HUMAN	251	28640
19310	Q5SZC3_HUMAN	179	19310
12751	K7ESA1_HUMAN	110	12751
70618	H0YBQ0_HUMAN	643	70618
115874	H0YBS0_HUMAN	1040	115874
16678	Q7L9D0_HUMAN	153	16678
2139	F5H0M3_HUMAN	18	2139
13826	M0R204_HUMAN	129	13826
134741	H0YBY1_HUMAN	1224	134741
84807	H0YBZ1_HUMAN	753	84807
16799	H0YL56_HUMAN	145	16799
13871	A0A7S5C6Y9_HUMAN	125	13871
33531	H0YC35_HUMAN	284	33531
132671	H0YC37_HUMAN	1161	132671
16033	H0YC88_HUMAN	147	16033
104889	H0YC95_HUMAN	940	104889
104914	H0YC99_HUMAN	971	104914
68370	H0YCG0_HUMAN	650	68370
23070	J3QSC0_HUMAN	201	23070
90739	H0YCN2_HUMAN	803	90739
21123	V5JAP7_HUMAN	181	21123
29417	D6RA06_HUMAN	262	29417
191435	H0YCR0_HUMAN	1753	191435
17031	Q9UJS2_HUMAN	159	17031
17950	O43594_HUMAN	156	17950
41656	H0YCS8_HUMAN	389	41656
11313	A0A804HI35_HUMAN	101	11313
25950	H0YCV2_HUMAN	233	25950
51817	H0YCV3_HUMAN	456	51817
24310	H0YCW6_HUMAN	207	24310
55715	H0YCX2_HUMAN	508	55715
23495	A0A3G2YV10_HUMAN	206	23495
54661	H0YCY6_HUMAN	533	54661
7481	H7C1Y2_HUMAN	68	7481
21004	W0NX86_HUMAN	181	21004
47043	H0YD33_HUMAN	430	47043
12512	Q86SK8_HUMAN	112	12512
116836	H0YD36_HUMAN	1035	116836
53711	H0YD42_HUMAN	468	53711
13615	Q96DZ8_HUMAN	131	13615
53237	H0YD65_HUMAN	483	53237
25087	E9PR52_HUMAN	220	25087
21288	U5IS30_HUMAN	181	21288
5931	F8WDF9_HUMAN	55	5931
17172	I4EP44_HUMAN	148	17172
80945	H0YDB2_HUMAN	716	80945
23036	B2RB75_HUMAN	208	23036
61849	H0YDD3_HUMAN	542	61849
9097	M0R1J3_HUMAN	79	9097
43470	Q5VVV9_HUMAN	411	43470
21214	Q0ZAX1_HUMAN	181	21214
23258	A0A8Q3SIN2_HUMAN	209	23258
83310	H0YDM4_HUMAN	720	83310
388035	H0YDN1_HUMAN	3447	388035
26006	H0YDQ4_HUMAN	234	26006
11578	M0QZK8_HUMAN	103	11578
81949	H0YDT0_HUMAN	754	81949
56357	B4DQE5_HUMAN	514	56357
18244	Q8NAP4_HUMAN	175	18244
13857	F8WE02_HUMAN	120	13857
48574	Q69YS0_HUMAN	430	48574
18685	H7C5F2_HUMAN	165	18685
72935	H0YE06_HUMAN	660	72935
16260	Q00849_HUMAN	153	16260
25480	C9JXX4_HUMAN	233	25480
47928	H0YE88_HUMAN	426	47928
6855	Q5IEC7_HUMAN	66	6855
14106	B4E2K9_HUMAN	126	14106
20201	Q9Y4A1_HUMAN	195	20201
12616	H7C0X3_HUMAN	111	12616
7367	U3KQM2_HUMAN	70	7367
9458	H0Y5I1_HUMAN	84	9458
120227	H0YEH2_HUMAN	1125	120227
39056	H0YEI4_HUMAN	350	39056
27644	H0YEJ5_HUMAN	245	27644
62252	Q9UG08_HUMAN	561	62252
21702	H7C373_HUMAN	192	21702
11344	Q9P184_HUMAN	107	11344
10281	Q30013_HUMAN	85	10281
81179	H0YEM4_HUMAN	723	81179
63779	H0YEN2_HUMAN	580	63779
195097	H0YEN4_HUMAN	1792	195097
14854	F8WDT6_HUMAN	125	14854
21556	B4DMS1_HUMAN	190	21556
40024	B2R6X3_HUMAN	359	40024
26804	H0YE22_HUMAN	234	26804
19219	I3L2H6_HUMAN	176	19219
21189	V9GY46_HUMAN	189	21189
83046	H0YF16_HUMAN	719	83046
17594	H0YG30_HUMAN	152	17594
4717	Q16002_HUMAN	45	4717
9545	L8E9J4_HUMAN	83	9545
16446	A0A669KB26_HUMAN	148	16446
99684	H0YF95_HUMAN	919	99684
11680	Q8WVL4_HUMAN	100	11680
147241	H0YFN7_HUMAN	1315	147241
20859	W0NUB6_HUMAN	181	20859
28765	Q9H5H1_HUMAN	250	28765
131581	H0YFV4_HUMAN	1176	131581
9976	Q53RV6_HUMAN	93	9976
9238	J3KTL0_HUMAN	84	9238
82504	H0YG20_HUMAN	731	82504
21848	B7Z4K5_HUMAN	193	21848
5253	Q6LDJ6_HUMAN	47	5253
52755	H0Y2S2_HUMAN	456	52755
7053	H3BMU5_HUMAN	63	7053
11415	F8WC39_HUMAN	102	11415
63498	B4DHW3_HUMAN	573	63498
22117	H7C236_HUMAN	199	22117
27106	A0A1B2FJW8_HUMAN	248	27106
17702	V9GZ18_HUMAN	153	17702
165492	H0YGW5_HUMAN	1478	165492
13551	G1UI20_HUMAN	127	13551
36284	H0YGZ2_HUMAN	319	36284
20380	K0A1M3_HUMAN	180	20380
23200	H0YH31_HUMAN	211	23200
30368	Q3B7K3_HUMAN	267	30368
18975	G3V290_HUMAN	164	18975
135995	H0YHA8_HUMAN	1258	135995
19324	Q6XYC4_HUMAN	183	19324
59187	H0YHG0_HUMAN	523	59187
15949	H0YHG4_HUMAN	136	15949
14101	A0A5C2GEN1_HUMAN	130	14101
70505	H0YHP2_HUMAN	621	70505
30470	Q70WD9_HUMAN	283	30470
32184	A0A7T8DVV5_HUMAN	260	32184
108860	H0YHT2_HUMAN	975	108860
52586	H0YHU0_HUMAN	473	52586
13844	W8S9T2_HUMAN	122	13844
13983	Q71RD4_HUMAN	129	13983
42289	B4DT82_HUMAN	386	42289
16530	Q53GB9_HUMAN	152	16530
27028	E9PP69_HUMAN	241	27028
18450	M0QYF4_HUMAN	164	18450
31120	H0YED6_HUMAN	270	31120
5832	L8ECK3_HUMAN	53	5832
25179	D6R981_HUMAN	227	25179
9285	Q861B8_HUMAN	78	9285
10289	Q7M4L9_HUMAN	91	10289
31808	I2GUK2_HUMAN	273	31808
32460	B4DWS9_HUMAN	287	32460
24879	H0YIS7_HUMAN	233	24879
17487	E5RI16_HUMAN	155	17487
91684	H0YIV0_HUMAN	796	91684
59969	H0YIY3_HUMAN	527	59969
169127	H0YJ14_HUMAN	1487	169127
31233	E0WN59_HUMAN	270	31233
17491	Q9NSI3_HUMAN	164	17491
4743	Q6QBN4_HUMAN	44	4743
15432	Q8N247_HUMAN	140	15432
33668	H0YJ60_HUMAN	304	33668
12583	J3KN42_HUMAN	110	12583
149036	H0YJ91_HUMAN	1328	149036
19431	B7Z5H5_HUMAN	174	19431
122373	H0YJ98_HUMAN	1122	122373
7903	D6QXZ5_HUMAN	74	7903
53015	H0YJB4_HUMAN	477	53015
20249	Q9P057_HUMAN	191	20249
48016	H0YJF7_HUMAN	420	48016
207792	H0YJG4_HUMAN	1815	207792
96300	H0YJH6_HUMAN	865	96300
17691	B7ZAE2_HUMAN	157	17691
88480	H0YJI9_HUMAN	789	88480
21713	F5GWU4_HUMAN	193	21713
45044	H0YJJ9_HUMAN	394	45044
9818	Q15566_HUMAN	92	9818
8372	V5LET0_HUMAN	72	8372
5908	Q6KEI8_HUMAN	54	5908
20128	H0YJ54_HUMAN	185	20128
35861	Q86SG0_HUMAN	318	35861
13213	Q9P0T0_HUMAN	118	13213
224431	H0YJS3_HUMAN	1979	224431
31345	Q9MY68_HUMAN	270	31345
45822	H0YJV2_HUMAN	407	45822
22731	B5BU44_HUMAN	199	22731
12847	Q53QP3_HUMAN	110	12847
13938	H3BQW3_HUMAN	126	13938
24160	B7Z4L2_HUMAN	212	24160
13636	F5H4Z3_HUMAN	127	13636
125813	H0YK69_HUMAN	1101	125813
8465	V5LER0_HUMAN	72	8465
6464	Q5DNC5_HUMAN	61	6464
11107	Q9BSP0_HUMAN	105	11107
19072	D8MIV0_HUMAN	162	19072
31618	S5TLC0_HUMAN	273	31618
14730	D6RDJ6_HUMAN	131	14730
26718	A0A858LG29_HUMAN	232	26718
44548	H0YKJ1_HUMAN	396	44548
28598	Q9NVY6_HUMAN	257	28598
14293	F5H004_HUMAN	127	14293
12064	Q9Y4M3_HUMAN	105	12064
95924	H0YKM0_HUMAN	848	95924
19278	H0YKN1_HUMAN	172	19278
83937	H0YKN8_HUMAN	778	83937
69563	H0YKP9_HUMAN	623	69563
103820	H0YKQ8_HUMAN	942	103820
65144	H0YKT2_HUMAN	618	65144
83508	H0YKT5_HUMAN	774	83508
158359	H0YKU7_HUMAN	1390	158359
50446	Q8N6V2_HUMAN	451	50446
14908	Q5T4S2_HUMAN	127	14908
20430	Q96S03_HUMAN	190	20430
9347	V9GYK1_HUMAN	84	9347
102400	H0YKX0_HUMAN	917	102400
14557	Q8WZ31_HUMAN	131	14557
9185	M0R1X8_HUMAN	77	9185
13010	X6RGM1_HUMAN	118	13010
20650	Q53FX9_HUMAN	194	20650
25872	Q05D81_HUMAN	236	25872
19173	H3BQ37_HUMAN	177	19173
84478	H0YL70_HUMAN	782	84478
13058	Q8WYW9_HUMAN	116	13058
35194	H0YLB0_HUMAN	325	35194
89809	H0YLB9_HUMAN	793	89809
16897	H0YLC5_HUMAN	160	16897
20344	M0QXL8_HUMAN	188	20344
37048	H0YLF5_HUMAN	339	37048
8701	Q3LRY0_HUMAN	73	8701
23398	H0YL25_HUMAN	207	23398
51720	Q05D29_HUMAN	451	51720
9657	O77970_HUMAN	80	9657
18398	C7SRP8_HUMAN	165	18398
13948	A0A7S5EWQ0_HUMAN	125	13948
14429	C9JQT7_HUMAN	124	14429
48063	A0A384NL74_HUMAN	425	48063
24163	H7C511_HUMAN	226	24163
263366	H0YM23_HUMAN	2487	263366
146505	A0A5F9ZHT2_HUMAN	1339	146505
18364	J3QLS1_HUMAN	161	18364
29312	Q15G98_HUMAN	258	29312
28372	H0YM50_HUMAN	248	28372
85539	H0YM61_HUMAN	757	85539
10058	A0A2L0PUP3_HUMAN	89	10058
11511	A4D1N8_HUMAN	98	11511
12398	Q5TBR0_HUMAN	115	12398
38276	F4NBW9_HUMAN	337	38276
25342	A0A8Q3SI54_HUMAN	235	25342
104755	H0YMD1_HUMAN	948	104755
161229	H0YME5_HUMAN	1427	161229
12390	Q8NF57_HUMAN	113	12390
10316	Q6UWM8_HUMAN	100	10316
12366	Q6LCP7_HUMAN	115	12366
52466	H0YML5_HUMAN	474	52466
99266	H0YMQ9_HUMAN	906	99266
14469	K7ES74_HUMAN	131	14469
19722	F5H2G5_HUMAN	175	19722
21120	Q9UIP2_HUMAN	181	21120
19997	H0YN26_HUMAN	177	19997
16092	K7EJ70_HUMAN	144	16092
18180	A0A0B5INU1_HUMAN	171	18180
39902	B3KM63_HUMAN	357	39902
9058	Q8WXN3_HUMAN	96	9058
50275	Q5CZ60_HUMAN	454	50275
19482	A0A1B0GVY6_HUMAN	178	19482
24533	H0YNE0_HUMAN	213	24533
19223	S4R3X9_HUMAN	164	19223
18651	E7ERG9_HUMAN	163	18651
9179	L8ECC6_HUMAN	83	9179
17865	K7EIE5_HUMAN	157	17865
161309	H0YNH8_HUMAN	1401	161309
15548	Q05BL0_HUMAN	139	15548
98631	H7C269_HUMAN	906	98631
92316	H0YNK6_HUMAN	845	92316
11151	H0YNK8_HUMAN	102	11151
10503	Q6LCG1_HUMAN	95	10503
62887	Q6ZRS5_HUMAN	595	62887
44545	B3KN99_HUMAN	395	44545
23136	H0YNR6_HUMAN	192	23136
76897	H0YNT2_HUMAN	716	76897
44492	H0YNU7_HUMAN	377	44492
9338	H3BTY8_HUMAN	79	9338
72123	H0YNV4_HUMAN	643	72123
45578	H0YNW1_HUMAN	424	45578
14155	H0YHE0_HUMAN	124	14155
7767	H0YC54_HUMAN	66	7767
45711	H1UBN2_HUMAN	408	45711
37954	H2B3F1_HUMAN	340	37954
81011	H0Y5G8_HUMAN	716	81011
119546	H3BLT9_HUMAN	1112	119546
44112	Q13167_HUMAN	399	44112
76040	H3BLV9_HUMAN	671	76040
86802	X5DNZ5_HUMAN	809	86802
7311	V9GZ39_HUMAN	66	7311
62865	H3BM11_HUMAN	561	62865
71922	H3BM14_HUMAN	625	71922
86981	H3BM21_HUMAN	787	86981
78766	H3BM22_HUMAN	706	78766
79317	H3BM42_HUMAN	698	79317
12812	Q6ZR95_HUMAN	122	12812
19801	V9GYF5_HUMAN	178	19801
73341	H3BM74_HUMAN	639	73341
37657	H3BM89_HUMAN	333	37657
19870	A0A068BEX2_HUMAN	181	19870
14484	E9PLW4_HUMAN	124	14484
8953	D6RG01_HUMAN	82	8953
61106	H3BMF4_HUMAN	573	61106
10602	V5JAQ8_HUMAN	89	10602
15243	E7EUM4_HUMAN	137	15243
67674	Q75T53_HUMAN	622	67674
150169	H3BMM1_HUMAN	1301	150169
24762	B4DJR3_HUMAN	220	24762
31701	S5DTZ5_HUMAN	273	31701
9423	V5NVX5_HUMAN	83	9423
24629	H3BMN4_HUMAN	218	24629
8687	I3L3W9_HUMAN	74	8687
194390	H3BMQ0_HUMAN	1751	194390
26083	H3BMQ5_HUMAN	233	26083
15463	D6RHX1_HUMAN	136	15463
27431	B4E071_HUMAN	240	27431
150392	H3BMS5_HUMAN	1358	150392
12231	M0R290_HUMAN	116	12231
23375	W6MEN4_HUMAN	219	23375
20687	H3BMV3_HUMAN	190	20687
12164	H3BUT3_HUMAN	109	12164
14148	X2BZ10_HUMAN	124	14148
18139	H7C3H0_HUMAN	162	18139
86456	H3BMZ5_HUMAN	768	86456
19385	Q2NLC8_HUMAN	173	19385
128537	H3BN02_HUMAN	1169	128537
18453	Q12762_HUMAN	159	18453
20980	Q7YQ49_HUMAN	181	20980
9501	H0Y9Y1_HUMAN	86	9501
15343	Q6ZR81_HUMAN	135	15343
22282	O00381_HUMAN	202	22282
98012	H3BN63_HUMAN	891	98012
53374	H3BN78_HUMAN	470	53374
8730	K7EPW4_HUMAN	78	8730
26542	B3KW88_HUMAN	229	26542
27168	H3BN98_HUMAN	237	27168
64533	A5D8X6_HUMAN	571	64533
17130	E9PNZ0_HUMAN	153	17130
88762	H3BND4_HUMAN	806	88762
105549	H3BND8_HUMAN	909	105549
14087	L7QJ94_HUMAN	124	14087
22827	H3BNP7_HUMAN	210	22827
6619	Q6EWN4_HUMAN	57	6619
16259	H3BNQ9_HUMAN	141	16259
26985	A0A1B2FJD8_HUMAN	247	26985
33886	H3BNT2_HUMAN	303	33886
11275	E7ESL5_HUMAN	108	11275
17235	Q8N204_HUMAN	164	17235
18987	H7C331_HUMAN	167	18987
20431	K7EQR1_HUMAN	179	20431
12707	Q6ZNY1_HUMAN	120	12707
39631	H3BP11_HUMAN	383	39631
27302	I3L0Q1_HUMAN	254	27302
