	ComplexID	ComplexName	GO ID	GO description	NumSubunits
1926	6423	SETDB1-DNMT3B complex	GO:0006355	regulation of DNA-templated transcription	2
1927	6426	ATF4-CREB1 complex	GO:0006355	regulation of DNA-templated transcription	2
1928	6428	ATL1 homo-oligomer complex	GO:0098796	membrane protein complex	1
1929	6429	SPG3A-SPG4-SPG31 complex	GO:0008017;GO:0007029	microtubule binding;endoplasmic reticulum organization	3
1930	6430	ATL2-SPG31 complex	GO:0007029;GO:0008017	endoplasmic reticulum organization;microtubule binding	2
1931	6431	ATL3-SPG31 complex	GO:0007029;GO:0008017	endoplasmic reticulum organization;microtubule binding	2
1932	6432	TTN-TCAP complex	GO:0045214;GO:0055013;GO:0055003;GO:0030049	sarcomere organization;cardiac muscle cell development;cardiac myofibril assembly;muscle filament sliding	2
1933	6434	MIS18 complex	GO:0043505	CENP-A containing nucleosome	3
1934	6435	HAUS augmin-like complex	GO:0000086;GO:0000278;GO:0007098	G2/M transition of mitotic cell cycle;mitotic cell cycle;centrosome cycle	8
1935	6436	ATP4A-ATP4B complex	GO:0071805	potassium ion transmembrane transport	2
1936	6438	SCNN1A-SCNN1B-SCNN1G complex	GO:0006814	sodium ion transport	3
1937	6439	SCNN1B-SCNN1G-SCNN1D complex	GO:0006814	sodium ion transport	3
1938	6440	CHRNA2-CHRNB4 complex	GO:0007271;GO:0035094;GO:0007274	synaptic transmission, cholinergic;response to nicotine;neuromuscular synaptic transmission	2
1939	6441	KIAA0753-FOR20-OFD1 complex	GO:0060271;GO:0034451;GO:0032053	cilium assembly;centriolar satellite;ciliary basal body organization	3
1940	6443	SMAR1-HDAC1-SIN3A-SIN3B repressor complex	GO:0006355;GO:0005634	regulation of DNA-templated transcription;nucleus	4
1941	6444	SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex	GO:0006355;GO:0005634	regulation of DNA-templated transcription;nucleus	6
1942	6445	TIM23(sort) subcomplex (TIMM23, TIMM50), mitochondrial	GO:0005744;GO:0005743;GO:0071806;GO:0006839;GO:0006626;GO:0005739	TIM23 mitochondrial import inner membrane translocase complex;mitochondrial inner membrane;protein transmembrane transport;mitochondrial transport;protein targeting to mitochondrion;mitochondrion	2
1943	6446	Set/TAF-I beta-TAF-I alpha-PP32 complex	GO:0035067;GO:0006338;GO:0048387;GO:0006355	negative regulation of histone acetylation;chromatin remodeling;negative regulation of retinoic acid receptor signaling pathway;regulation of DNA-templated transcription	3
1944	6447	HSD3B2-TIMM23-TIMM50-TOMM22 complex	GO:0050810;GO:0005743	regulation of steroid biosynthetic process;mitochondrial inner membrane	4
1945	6450	DJ-1-DJBP-AR complex	GO:0060765;GO:0006355	regulation of androgen receptor signaling pathway;regulation of DNA-templated transcription	3
1946	6451	MAK-ACTR-AR complex	GO:0060765;GO:0006355	regulation of androgen receptor signaling pathway;regulation of DNA-templated transcription	3
1947	6452	TIMM8A-TIMM13 complex, mitochondrial	GO:0005758;GO:0071806;GO:0006626	mitochondrial intermembrane space;protein transmembrane transport;protein targeting to mitochondrion	2
1948	6455	ARL2-TBCD complex	GO:0000226	microtubule cytoskeleton organization	2
1949	6456	TIM23(sort) subcomplex (TIMM17A, TIMM23), mitochondrial	GO:0098800;GO:0006950;GO:0071806;GO:0005744;GO:0005743;GO:0015031;GO:0006626;GO:0005739;GO:0006839	inner mitochondrial membrane protein complex;response to stress;protein transmembrane transport;TIM23 mitochondrial import inner membrane translocase complex;mitochondrial inner membrane;protein transport;protein targeting to mitochondrion;mitochondrion;mitochondrial transport	2
1950	6457	MLL1 core complex	GO:0051568	histone H3-K4 methylation	4
1951	6458	TIM23(sort) subcomplex (TIMM17B, TIMM23), mitochondrial	GO:0098800;GO:0045039;GO:0006950;GO:0071806;GO:0030150;GO:0005744;GO:0005743;GO:0005739;GO:0006626;GO:0006839	inner mitochondrial membrane protein complex;protein insertion into mitochondrial inner membrane;response to stress;protein transmembrane transport;protein import into mitochondrial matrix;TIM23 mitochondrial import inner membrane translocase complex;mitochondrial inner membrane;mitochondrion;protein targeting to mitochondrion;mitochondrial transport	2
1952	6459	EARP complex	GO:0032456	endocytic recycling	4
1953	6460	MLL2 complex	GO:0051568;GO:0006355;GO:0005634;GO:0006325	histone H3-K4 methylation;regulation of DNA-templated transcription;nucleus;chromatin organization	10
1954	6461	MLL3 complex	GO:0051568;GO:0005634;GO:0006355;GO:0006325	histone H3-K4 methylation;nucleus;regulation of DNA-templated transcription;chromatin organization	9
1955	6462	MLL1 complex	GO:0051568;GO:0006355;GO:0005634;GO:0006325	histone H3-K4 methylation;regulation of DNA-templated transcription;nucleus;chromatin organization	8
1956	6463	GARP complex	GO:0042147;GO:0005802;GO:0000938	retrograde transport, endosome to Golgi;trans-Golgi network;GARP complex	4
1957	6466	NINJ1 homo-oligomer complex	GO:0007155	cell adhesion	1
1958	6467	MLL4 complex	GO:0051568;GO:0005634;GO:0006355;GO:0006325	histone H3-K4 methylation;nucleus;regulation of DNA-templated transcription;chromatin organization	9
1959	6468	TRAPP complex oligomer	GO:0006888;GO:0016192;GO:0030137;GO:0060271	endoplasmic reticulum to Golgi vesicle-mediated transport;vesicle-mediated transport;COPI-coated vesicle;cilium assembly	14
1960	6469	Set1A complex	GO:0051568;GO:0005634;GO:0006355;GO:0006325	histone H3-K4 methylation;nucleus;regulation of DNA-templated transcription;chromatin organization	10
1961	6470	Set1B complex	GO:0051568;GO:0005634;GO:0006355;GO:0006325	histone H3-K4 methylation;nucleus;regulation of DNA-templated transcription;chromatin organization	12
1962	6472	VPS34-VPS15-BECLIN1-UVRAG-BCL2 complex	GO:0000045	autophagosome assembly	5
1963	6473	Mitochondrial calcium uniporter complex	GO:0006851;GO:0005739;GO:0051560	mitochondrial calcium ion transmembrane transport;mitochondrion;mitochondrial calcium ion homeostasis	5
1964	6474	Cubam complex	GO:0006897;GO:0015889	endocytosis;cobalamin transport	2
1965	6476	erlin1/2-RNF170 complex	GO:0005789;GO:0001881	endoplasmic reticulum membrane;receptor recycling	3
1966	6477	ZEB2-KDM1A complex	None	None	2
1967	6479	Cubilin-intrinsic factor-cobalamin complex	GO:0015889	cobalamin transport	2
1968	6481	WASH complex	GO:0016197;GO:0099050	endosomal transport;vesicle scission	5
1969	6482	CUL4B-DDB1-DTL-CSN complex	None	None	5
1970	6483	CAPZalpha-CAPZbeta complex	GO:0051693	actin filament capping	2
1971	6484	WASH-CAPZalpa/beta complex	GO:0051693;GO:0005769;GO:0034314;GO:0016197;GO:0099050	actin filament capping;early endosome;Arp2/3 complex-mediated actin nucleation;endosomal transport;vesicle scission	7
1972	6485	HIF1alpha-VHL-ElonginB-ElonginC complex	GO:0032364	oxygen homeostasis	4
1973	6486	CUL4A-DDB1-DTL complex	GO:0006974;GO:0030163	cellular response to DNA damage stimulus;protein catabolic process	3
1974	6487	CUL4B-DDB1-TLE2 complex	GO:0010498	proteasomal protein catabolic process	3
1975	6488	CUL4A-DDB1-EED complex	GO:0010498;GO:0031060	proteasomal protein catabolic process;regulation of histone methylation	3
1976	6489	CUL4A-DDB1-WDR5 complex	GO:0031060;GO:0010498	regulation of histone methylation;proteasomal protein catabolic process	3
1977	6490	CUL4B-DDB1-WDR26 complex	None	None	3
1978	6491	CUL4A-DDB1-RBBP5 complex	None	None	3
1979	6492	CUL4A-DDB1-WDR5B complex	None	None	3
1980	6493	CUL4A-DDB1-WDR57 complex	None	None	3
1981	6494	CUL4A-DDB1-WDR61 complex	None	None	3
1982	6495	CUL4B-DDB1-GRWD1 complex	None	None	3
1983	6496	TOM subcomplex (TOMM20, TOMM22), mitochondrial	GO:0005739;GO:0098799;GO:0005741;GO:0071806;GO:0006839;GO:0006626	mitochondrion;outer mitochondrial membrane protein complex;mitochondrial outer membrane;protein transmembrane transport;mitochondrial transport;protein targeting to mitochondrion	2
1984	6497	TOM complex (TOMM5, TOMM6, TOMM7, TOMM20, TOMM22, TOMM40, TOMM70), mitochondrial	GO:0005739;GO:0005741;GO:0005742;GO:0070096;GO:0006626;GO:0045041;GO:0006839;GO:0065003	mitochondrion;mitochondrial outer membrane;mitochondrial outer membrane translocase complex;mitochondrial outer membrane translocase complex assembly;protein targeting to mitochondrion;protein import into mitochondrial intermembrane space;mitochondrial transport;protein-containing complex assembly	7
1985	6498	TOM subcomplex (TOMM7, TOMM22, TOMM40), mitochondrial	GO:0005741;GO:0098799;GO:0005739;GO:0071806;GO:0006626;GO:0006839	mitochondrial outer membrane;outer mitochondrial membrane protein complex;mitochondrion;protein transmembrane transport;protein targeting to mitochondrion;mitochondrial transport	3
1986	6499	SOS1-ABI1-EPS8 complex	GO:0007264;GO:0007169;GO:0031532	small GTPase mediated signal transduction;transmembrane receptor protein tyrosine kinase signaling pathway;actin cytoskeleton reorganization	3
1987	6501	SOS1-ABI1-EPS8L1 complex	GO:0031532;GO:0007264;GO:0007169	actin cytoskeleton reorganization;small GTPase mediated signal transduction;transmembrane receptor protein tyrosine kinase signaling pathway	3
1988	6502	Estrogen receptor complex (ESR1, EP300, NCOA1)	GO:0043627;GO:0006357	response to estrogen;regulation of transcription by RNA polymerase II	3
1989	6503	SOS1-ABI1-EPS8L2 complex	GO:0031532;GO:0007264;GO:0007169	actin cytoskeleton reorganization;small GTPase mediated signal transduction;transmembrane receptor protein tyrosine kinase signaling pathway	3
1990	6504	SOS1-ABI1-EPS8L3 complex	None	None	3
1991	6505	ERBB3-SPG1 complex	GO:0043125;GO:0038129;GO:1901184;GO:0038131	ErbB-3 class receptor binding;ERBB3 signaling pathway;regulation of ERBB signaling pathway;neuregulin receptor activity	2
1992	6506	ERBB2-SPG1 complex	GO:0038131;GO:1901184;GO:0038128;GO:0005176	neuregulin receptor activity;regulation of ERBB signaling pathway;ERBB2 signaling pathway;ErbB-2 class receptor binding	2
1993	6507	SERCA-PLN complex	GO:0006816;GO:1901897;GO:0003697;GO:0035198	calcium ion transport;regulation of relaxation of cardiac muscle;single-stranded DNA binding;miRNA binding	2
1994	6509	pERK-vimentin-KPNA2 complex	GO:0005737;GO:0002347;GO:0016477	cytoplasm;response to tumor cell;cell migration	3
1995	6510	ILK-SERCA2A-PLN complex	GO:1901897;GO:0030018	regulation of relaxation of cardiac muscle;Z disc	3
1996	6512	ILK-HSP90-CDC37 complex	None	None	3
1997	6513	MAN1-SMAD2 complex	GO:0007179	transforming growth factor beta receptor signaling pathway	2
1998	6514	SLN-ATP2A1 complex	GO:0051924	regulation of calcium ion transport	2
1999	6515	SLN-PLN-SERCA1A complex	GO:1901894	regulation of ATPase-coupled calcium transmembrane transporter activity	3
2000	6516	SLN-PLN-SERCA2A complex	GO:1901894	regulation of ATPase-coupled calcium transmembrane transporter activity	3
2001	6517	SERCA2a-alphaKAP-CaM-CaMKII complex	None	None	4
2002	6518	CEP164-TTBK2 complex	GO:0006974;GO:0060271;GO:0005814	cellular response to DNA damage stimulus;cilium assembly;centriole	2
2003	6519	CCDC92-CEP164 complex	GO:0006974;GO:0060271	cellular response to DNA damage stimulus;cilium assembly	2
2004	6520	Harmonin-SANS complex	GO:0043583;GO:0007605	ear development;sensory perception of sound	2
2005	6521	AKT1-FANCI-FANCD2-PHLPP1-PHLPP2-USP1-WDR48 complex	None	None	7
2006	6522	Harmonin-CAD23 complex	GO:0043583;GO:0007605	ear development;sensory perception of sound	2
2007	6523	Ubiquilin-VCP-erasin complex	GO:0036503;GO:0034976	ERAD pathway;response to endoplasmic reticulum stress	3
2008	6524	DZIP1-GLI3 complex	GO:0060271;GO:0007224	cilium assembly;smoothened signaling pathway	2
2009	6525	ATL1-ZFYVE27 complex	GO:0005783;GO:0016192;GO:0071787;GO:0071788	endoplasmic reticulum;vesicle-mediated transport;endoplasmic reticulum tubular network formation;endoplasmic reticulum tubular network maintenance	2
2010	6526	KIF5A-ZFYVE27 complex	GO:0016192;GO:0071787;GO:0071788;GO:0005783	vesicle-mediated transport;endoplasmic reticulum tubular network formation;endoplasmic reticulum tubular network maintenance;endoplasmic reticulum	2
2011	6527	FLRT3-LPHN3-UNC5B complex	GO:0098609;GO:0007416;GO:0001764	cell-cell adhesion;synapse assembly;neuron migration	3
2012	6528	FLRT3-LPHN3-UNC5D complex	GO:0098609;GO:0001764;GO:0007416	cell-cell adhesion;neuron migration;synapse assembly	3
2013	6529	FLRT3-LPHN3 complex	GO:0007416;GO:0098609	synapse assembly;cell-cell adhesion	2
2014	6530	MYO7A-PDZD7 complex	GO:0007605;GO:0060171	sensory perception of sound;stereocilium membrane	2
2015	6531	CEP164-DZIP1 complex	GO:0042073;GO:0007224;GO:0060271	intraciliary transport;smoothened signaling pathway;cilium assembly	2
2016	6532	TSC2-HERC1 complex	GO:0031929	TOR signaling	2
2017	6533	DZIP1-IFT88 complex	GO:0035720;GO:0060271;GO:0005814;GO:0042073	intraciliary anterograde transport;cilium assembly;centriole;intraciliary transport	2
2018	6534	REEP1-ZFYVE27 complex	GO:0005783;GO:0016192;GO:0071787;GO:0071788	endoplasmic reticulum;vesicle-mediated transport;endoplasmic reticulum tubular network formation;endoplasmic reticulum tubular network maintenance	2
2019	6536	REEP5-ZFYVE27 complex	GO:0005783;GO:0016192;GO:0071788;GO:0071787	endoplasmic reticulum;vesicle-mediated transport;endoplasmic reticulum tubular network maintenance;endoplasmic reticulum tubular network formation	2
2020	6538	VAPA -ZFYVE27 complex	GO:0005783;GO:0016192;GO:0071787;GO:0071788	endoplasmic reticulum;vesicle-mediated transport;endoplasmic reticulum tubular network formation;endoplasmic reticulum tubular network maintenance	2
2021	6540	GPX1-SBP1 complex	GO:0045454	cell redox homeostasis	2
2022	6545	DCDC2-MAPK8IP1 complex	GO:0007254;GO:0060271	JNK cascade;cilium assembly	2
2023	6550	CUL4B-DDB1-TLE1 complex	GO:0010498	proteasomal protein catabolic process	3
2024	6552	KIF5B -ZFYVE27 complex	GO:0005783;GO:0071787;GO:0071788;GO:0016192	endoplasmic reticulum;endoplasmic reticulum tubular network formation;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport	2
2025	6553	CUL4B-DDB1-TLE3 complex	GO:0010498	proteasomal protein catabolic process	3
2026	6554	KIF5C-ZFYVE27 complex	GO:0005783;GO:0071787;GO:0071788;GO:0016192	endoplasmic reticulum;endoplasmic reticulum tubular network formation;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport	2
2027	6559	KIF5A-RAB11B-ZFYVE27 complex	GO:0005783;GO:0071787;GO:0071788;GO:0016192	endoplasmic reticulum;endoplasmic reticulum tubular network formation;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport	3
2028	6561	RAB11A -ZFYVE27 complex	GO:0005783;GO:0016192	endoplasmic reticulum;vesicle-mediated transport	2
2029	6562	RAB11B-ZFYVE27 complex	GO:0005783;GO:0016192	endoplasmic reticulum;vesicle-mediated transport	2
2030	6563	SURF4-ZFYVE27 complex	GO:0005783;GO:0016192	endoplasmic reticulum;vesicle-mediated transport	2
2031	6565	RTN3-ZFYVE27 complex	GO:0005783;GO:0016192	endoplasmic reticulum;vesicle-mediated transport	2
2032	6566	VAPB-ZFYVE27 complex	GO:0005783;GO:0016192	endoplasmic reticulum;vesicle-mediated transport	2
2033	6567	SWELL1-containing complex	GO:0005225;GO:0006884	volume-sensitive anion channel activity;cell volume homeostasis	5
2034	6568	3M core complex	GO:0000226;GO:0005813;GO:0005737	microtubule cytoskeleton organization;centrosome;cytoplasm	3
2035	6569	SPAST-ZFYVE27 complex	GO:0005783;GO:0071787;GO:0016192	endoplasmic reticulum;endoplasmic reticulum tubular network formation;vesicle-mediated transport	2
2036	6571	KCNE1-KCNH2 complex	GO:0086008;GO:0071805;GO:0005249;GO:0008076	voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization;potassium ion transmembrane transport;voltage-gated potassium channel activity;voltage-gated potassium channel complex	2
2037	6577	3M complex	GO:0000226	microtubule cytoskeleton organization	7
2038	6578	KCNE2-KCNH2 complex	GO:0086008;GO:0008076;GO:0005249;GO:0071805	voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization;voltage-gated potassium channel complex;voltage-gated potassium channel activity;potassium ion transmembrane transport	2
2039	6579	USF1-USF2 complex	GO:0006357;GO:0000981	regulation of transcription by RNA polymerase II;DNA-binding transcription factor activity, RNA polymerase II-specific	2
2040	6581	LRRC8A-LRRC8C complex	GO:0006884;GO:0005225	cell volume homeostasis;volume-sensitive anion channel activity	2
2041	6582	LRRC8A-LRRC8D complex	GO:0006884;GO:0005225	cell volume homeostasis;volume-sensitive anion channel activity	2
2042	6583	LRRC8A-LRRC8E complex	GO:0006884;GO:0005225	cell volume homeostasis;volume-sensitive anion channel activity	2
2043	6584	CHRNA9-CHRNA10 complex	GO:0022848;GO:0010996	acetylcholine-gated cation-selective channel activity;response to auditory stimulus	2
2044	6585	Intraflagellar transport complex A	GO:0005929;GO:0035721;GO:0007224;GO:0042073;GO:0060271	cilium;intraciliary retrograde transport;smoothened signaling pathway;intraciliary transport;cilium assembly	5
2045	6586	VEcad-VEGFR complex	GO:1900746;GO:0097704	regulation of vascular endothelial growth factor signaling pathway;cellular response to oscillatory fluid shear stress	3
2046	6587	CAP-cbl-flotilin complex	GO:0046324	regulation of glucose import	3
2047	6588	E2F-1-DP-1 complex	None	None	2
2048	6589	E2F-1-DP-1-cyclinA-CDK2 complex	GO:0003677;GO:0006355	DNA binding;regulation of DNA-templated transcription	4
2049	6590	FOXO3-CBP complex	GO:0003713	transcription coactivator activity	2
2050	6591	Hsp90-p23 complex	None	None	2
2051	6592	c-Abl-CAS-Abi1 complex	GO:0006940	regulation of smooth muscle contraction	3
2052	6594	CCP110-CEP290 complex	GO:0060271	cilium assembly	2
2053	6597	CEP290-IQCB1 complex	GO:0060271;GO:0005813	cilium assembly;centrosome	2
2054	6598	CC2D2A-CEP290 complex	GO:0036064;GO:0005929;GO:0060271	ciliary basal body;cilium;cilium assembly	2
2055	6599	CTNND1-GLIS2 complex	GO:0005634;GO:0006355	nucleus;regulation of DNA-templated transcription	2
2056	6600	NPHP1-PKD1 complex	GO:0006915;GO:0060271	apoptotic process;cilium assembly	2
2057	6601	BBS1-BBS4-BBS5-PKD1-TTC8 complex	GO:0005929;GO:0042073	cilium;intraciliary transport	5
2058	6602	AP5-SPG11-SPG15 complex	GO:0005768;GO:0005764;GO:0044599;GO:0005794;GO:0006886;GO:0006605;GO:0030133	endosome;lysosome;AP-5 adaptor complex;Golgi apparatus;intracellular protein transport;protein targeting;transport vesicle	6
2059	6603	ANKRA2-CCDC8-OBSL1-CUL7 complex	None	None	4
2060	6609	ATL2-ZFYVE27 complex	GO:0005783;GO:0071787;GO:0071788;GO:0016192	endoplasmic reticulum;endoplasmic reticulum tubular network formation;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport	2
