Network	GO Branch	Term	Term name	P-value	Term_size	Intersection	Expected	Observed/Expected
ProteomeHD	BP	GO:0006325	chromatin organization	8.86E-08	720	75	39.31	1.91
ProteomeHD	BP	GO:0016192	vesicle-mediated transport	1.43E-06	1894	151	103.41	1.46
ProteomeHD	BP	GO:0006457	protein folding	3.94E-06	210	29	11.47	2.53
ProteomeHD	BP	GO:0006520	amino acid metabolic process	5.45E-06	292	36	15.94	2.26
ProteomeHD	BP	GO:0042254	ribosome biogenesis	7.17E-06	297	36	16.22	2.22
ProteomeHD	BP	GO:0031047	regulatory ncRNA-mediated gene silencing	2.34E-05	119	19	6.50	2.92
ProteomeHD	BP	GO:0006260	DNA replication	2.73E-05	279	33	15.23	2.17
ProteomeHD	BP	GO:0140053	mitochondrial gene expression	2.98E-05	164	23	8.95	2.57
ProteomeHD	BP	GO:0055085	transmembrane transport	9.53E-05	1784	63	97.40	0.65
ProteomeHD	BP	GO:0007155	cell adhesion	1.07E-04	1444	48	78.84	0.61
ProteomeHD	BP	GO:0032200	telomere organization	2.38E-04	186	23	10.16	2.26
ProteomeHD	BP	GO:0006914	autophagy	3.22E-04	568	52	31.01	1.68
ProteomeHD	BP	GO:0012501	programmed cell death	5.02E-04	1954	141	106.68	1.32
ProteomeHD	BP	GO:0006310	DNA recombination	5.39E-04	333	34	18.18	1.87
ProteomeHD	BP	GO:0003013	circulatory system process	8.22E-04	584	15	31.88	0.47
ProteomeHD	BP	GO:0003012	muscle system process	1.07E-03	425	9	23.20	0.39
ProteomeHD	BP	GO:0030198	extracellular matrix organization	2.48E-03	314	6	17.14	0.35
ProteomeHD	BP	GO:0044782	cilium organization	1.37E-02	399	11	21.78	0.50
ProteomeHD	BP	GO:0140013	meiotic nuclear division	1.58E-02	279	25	15.23	1.64
ProteomeHD	BP	GO:0048870	cell motility	1.01E-01	1659	76	90.58	0.84
ProteomeHD	BP	GO:0098542	defense response to other organism	1.44E-01	1171	75	63.93	1.17
ProteomeHD	BP	GO:0006629	lipid metabolic process	1.53E-01	1355	62	73.98	0.84
ProteomeHD	BP	GO:0034330	cell junction organization	1.57E-01	727	31	39.69	0.78
ProteomeHD	BP	GO:0006355	regulation of DNA-templated transcription	1.66E-01	3342	199	182.46	1.09
ProteomeHD	BP	GO:0003014	renal system process	1.66E-01	127	3	6.93	0.43
ProteomeHD	BP	GO:0005975	carbohydrate metabolic process	1.83E-01	551	37	30.08	1.23
ProteomeHD	BP	GO:0000910	cytokinesis	1.96E-01	186	14	10.16	1.38
ProteomeHD	BP	GO:0007018	microtubule-based movement	2.49E-01	640	28	34.94	0.80
ProteomeHD	BP	GO:0098754	detoxification	2.53E-01	134	4	7.32	0.55
ProteomeHD	BP	GO:0042060	wound healing	2.82E-01	431	18	23.53	0.76
ProteomeHD	BP	GO:0022600	digestive system process	2.89E-01	110	3	6.01	0.50
ProteomeHD	BP	GO:0006486	protein glycosylation	4.58E-01	225	9	12.28	0.73
ProteomeHD	BP	GO:0006954	inflammatory response	5.29E-01	820	40	44.77	0.89
ProteomeHD	BP	GO:0006790	sulfur compound metabolic process	5.33E-01	320	20	17.47	1.14
ProteomeHD	BP	GO:0007163	establishment or maintenance of cell polarity	6.58E-01	227	14	12.39	1.13
ProteomeHD	BP	GO:0006766	vitamin metabolic process	6.66E-01	107	4	5.84	0.68
ProteomeHD	BP	GO:0072659	protein localization to plasma membrane	6.92E-01	284	17	15.51	1.10
ProteomeHD	BP	GO:0002376	immune system process	7.38E-01	2448	137	133.65	1.03
ProteomeHD	BP	GO:0006575	cellular modified amino acid metabolic process	7.45E-01	186	11	10.16	1.08
ProteomeHD	BP	GO:0007040	lysosome organization	8.32E-01	107	6	5.84	1.03
ProteomeHD	BP	GO:0007010	cytoskeleton organization	1.00E+00	1639	89	89.48	0.99
PTMCode2	BP	GO:0012501	programmed cell death	1.57E-113	1954	1024	573.08	1.79
PTMCode2	BP	GO:0002376	immune system process	5.53E-103	2448	1188	717.96	1.65
PTMCode2	BP	GO:0007155	cell adhesion	2.22E-75	1444	743	423.50	1.75
PTMCode2	BP	GO:0006355	regulation of DNA-templated transcription	1.36E-66	3342	1402	980.16	1.43
PTMCode2	BP	GO:0048870	cell motility	2.63E-63	1659	796	486.56	1.64
PTMCode2	BP	GO:0065003	protein-containing complex assembly	8.61E-59	1648	780	483.33	1.61
PTMCode2	BP	GO:0042060	wound healing	1.87E-49	431	273	126.41	2.16
PTMCode2	BP	GO:0016192	vesicle-mediated transport	1.47E-48	1894	840	555.48	1.51
PTMCode2	BP	GO:0034330	cell junction organization	9.07E-46	727	393	213.22	1.84
PTMCode2	BP	GO:0006954	inflammatory response	1.54E-44	820	428	240.49	1.78
PTMCode2	BP	GO:0098542	defense response to other organism	1.98E-37	1171	544	343.44	1.58
PTMCode2	BP	GO:0030163	protein catabolic process	3.74E-36	990	473	290.35	1.63
PTMCode2	BP	GO:0006281	DNA repair	5.71E-31	587	304	172.16	1.77
PTMCode2	BP	GO:0007010	cytoskeleton organization	2.03E-29	1639	685	480.69	1.43
PTMCode2	BP	GO:0006886	intracellular protein transport	3.37E-29	664	330	194.74	1.69
PTMCode2	BP	GO:0003012	muscle system process	1.58E-28	425	233	124.65	1.87
PTMCode2	BP	GO:0003013	circulatory system process	1.82E-28	584	297	171.28	1.73
PTMCode2	BP	GO:0006913	nucleocytoplasmic transport	2.84E-25	326	185	95.61	1.93
PTMCode2	BP	GO:0007059	chromosome segregation	3.87E-21	403	208	118.19	1.76
PTMCode2	BP	GO:0006325	chromatin organization	1.23E-19	720	324	211.17	1.53
PTMCode2	BP	GO:0006260	DNA replication	1.27E-19	279	154	81.83	1.88
PTMCode2	BP	GO:0007163	establishment or maintenance of cell polarity	6.05E-19	227	131	66.58	1.97
PTMCode2	BP	GO:0016071	mRNA metabolic process	8.45E-19	713	319	209.11	1.53
PTMCode2	BP	GO:0072659	protein localization to plasma membrane	1.80E-18	284	154	83.29	1.85
PTMCode2	BP	GO:0032200	telomere organization	9.16E-17	186	109	54.55	2.00
PTMCode2	BP	GO:0006914	autophagy	4.13E-16	568	257	166.59	1.54
PTMCode2	BP	GO:0002181	cytoplasmic translation	2.68E-15	153	92	44.87	2.05
PTMCode2	BP	GO:0006457	protein folding	4.17E-11	210	107	61.59	1.74
PTMCode2	BP	GO:0006310	DNA recombination	1.91E-09	333	149	97.66	1.53
PTMCode2	BP	GO:0031047	regulatory ncRNA-mediated gene silencing	3.09E-09	119	66	34.90	1.89
PTMCode2	BP	GO:0006091	generation of precursor metabolites and energy	4.98E-09	502	208	147.23	1.41
PTMCode2	BP	GO:0042254	ribosome biogenesis	1.65E-08	297	133	87.11	1.53
PTMCode2	BP	GO:0007005	mitochondrion organization	7.03E-08	484	197	141.95	1.39
PTMCode2	BP	GO:0030198	extracellular matrix organization	1.21E-07	314	136	92.09	1.48
PTMCode2	BP	GO:0000910	cytokinesis	2.38E-07	186	88	54.55	1.61
PTMCode2	BP	GO:0140013	meiotic nuclear division	2.76E-07	279	122	81.83	1.49
PTMCode2	BP	GO:0003014	renal system process	6.48E-07	127	64	37.25	1.72
PTMCode2	BP	GO:0006790	sulfur compound metabolic process	2.21E-06	320	57	93.85	0.61
PTMCode2	BP	GO:0055085	transmembrane transport	2.88E-06	1784	610	523.22	1.17
PTMCode2	BP	GO:0022600	digestive system process	1.27E-05	110	54	32.26	1.67
PTMCode2	BP	GO:0006486	protein glycosylation	4.52E-05	225	39	65.99	0.59
PTMCode2	BP	GO:0006520	amino acid metabolic process	7.30E-04	292	60	85.64	0.70
PTMCode2	BP	GO:0005975	carbohydrate metabolic process	4.36E-03	551	192	161.60	1.19
PTMCode2	BP	GO:0006575	cellular modified amino acid metabolic process	7.38E-03	186	38	54.55	0.70
PTMCode2	BP	GO:0007040	lysosome organization	1.02E-02	107	44	31.38	1.40
PTMCode2	BP	GO:0055086	nucleobase-containing small molecule metabolic process	2.51E-02	729	241	213.80	1.13
PTMCode2	BP	GO:0007018	microtubule-based movement	7.72E-02	640	208	187.70	1.11
PTMCode2	BP	GO:0044782	cilium organization	2.43E-01	399	106	117.02	0.91
PTMCode2	BP	GO:0140053	mitochondrial gene expression	2.63E-01	164	41	48.10	0.85
PTMCode2	BP	GO:0098754	detoxification	5.05E-01	134	43	39.30	1.09
PTMCode2	BP	GO:0006766	vitamin metabolic process	6.71E-01	107	29	31.38	0.92
PTMCode2	BP	GO:0006629	lipid metabolic process	9.26E-01	1355	399	397.40	1.00
PTMCode2	BP	GO:0006399	tRNA metabolic process	9.37E-01	196	58	57.48	1.01
PTMCode2	BP	GO:0050877	nervous system process	9.77E-01	1527	447	447.85	1.00
Reactome	BP	GO:0002376	immune system process	4.28E-177	2448	1212	610.33	1.99
Reactome	BP	GO:0012501	programmed cell death	2.46E-144	1954	981	487.17	2.01
Reactome	BP	GO:0007155	cell adhesion	6.15E-104	1444	726	360.02	2.02
Reactome	BP	GO:0048870	cell motility	9.45E-87	1659	766	413.62	1.85
Reactome	BP	GO:0006954	inflammatory response	7.02E-84	820	459	204.44	2.25
Reactome	BP	GO:0098542	defense response to other organism	1.17E-69	1171	562	291.95	1.92
Reactome	BP	GO:0042060	wound healing	8.48E-61	431	267	107.46	2.48
Reactome	BP	GO:0016192	vesicle-mediated transport	1.19E-57	1894	772	472.21	1.63
Reactome	BP	GO:0034330	cell junction organization	3.58E-53	727	370	181.25	2.04
Reactome	BP	GO:0003013	circulatory system process	1.16E-45	584	303	145.60	2.08
Reactome	BP	GO:0006886	intracellular protein transport	7.27E-45	664	331	165.55	2.00
Reactome	BP	GO:0006355	regulation of DNA-templated transcription	1.61E-37	3342	1131	833.22	1.36
Reactome	BP	GO:0006281	DNA repair	5.84E-36	587	285	146.35	1.95
Reactome	BP	GO:0003012	muscle system process	1.24E-34	425	223	105.96	2.10
Reactome	BP	GO:0006914	autophagy	1.18E-33	568	273	141.61	1.93
Reactome	BP	GO:0030163	protein catabolic process	2.59E-33	990	415	246.83	1.68
Reactome	BP	GO:0065003	protein-containing complex assembly	4.20E-29	1648	606	410.88	1.47
Reactome	BP	GO:0006260	DNA replication	7.02E-27	279	153	69.56	2.20
Reactome	BP	GO:0072659	protein localization to plasma membrane	1.81E-21	284	145	70.81	2.05
Reactome	BP	GO:0055085	transmembrane transport	7.68E-21	1784	613	444.78	1.38
Reactome	BP	GO:0006310	DNA recombination	4.09E-20	333	160	83.02	1.93
Reactome	BP	GO:0007163	establishment or maintenance of cell polarity	4.39E-20	227	121	56.60	2.14
Reactome	BP	GO:0006325	chromatin organization	1.70E-17	720	281	179.51	1.57
Reactome	BP	GO:0006913	nucleocytoplasmic transport	9.02E-17	326	150	81.28	1.85
Reactome	BP	GO:0007010	cytoskeleton organization	2.43E-15	1639	545	408.63	1.33
Reactome	BP	GO:0030198	extracellular matrix organization	2.21E-14	314	140	78.29	1.79
Reactome	BP	GO:0007005	mitochondrion organization	5.55E-13	484	192	120.67	1.59
Reactome	BP	GO:0007059	chromosome segregation	2.36E-12	403	164	100.48	1.63
Reactome	BP	GO:0003014	renal system process	1.86E-10	127	65	31.66	2.05
Reactome	BP	GO:0000910	cytokinesis	3.50E-10	186	86	46.37	1.85
Reactome	BP	GO:0032200	telomere organization	5.91E-09	186	83	46.37	1.79
Reactome	BP	GO:0140013	meiotic nuclear division	1.09E-08	279	113	69.56	1.62
Reactome	BP	GO:0031047	regulatory ncRNA-mediated gene silencing	5.49E-08	119	57	29.67	1.92
Reactome	BP	GO:0006091	generation of precursor metabolites and energy	1.09E-07	502	178	125.16	1.42
Reactome	BP	GO:0050877	nervous system process	1.76E-07	1527	467	380.71	1.23
Reactome	BP	GO:0006629	lipid metabolic process	2.46E-07	1355	419	337.83	1.24
Reactome	BP	GO:0005975	carbohydrate metabolic process	3.96E-07	551	190	137.37	1.38
Reactome	BP	GO:0140053	mitochondrial gene expression	8.26E-05	164	20	40.89	0.49
Reactome	BP	GO:0022600	digestive system process	5.33E-04	110	44	27.43	1.60
Reactome	BP	GO:0042254	ribosome biogenesis	8.92E-04	297	50	74.05	0.68
Reactome	BP	GO:0044782	cilium organization	1.04E-03	399	72	99.48	0.72
Reactome	BP	GO:0098754	detoxification	2.69E-02	134	45	33.41	1.35
Reactome	BP	GO:0006486	protein glycosylation	2.97E-02	225	42	56.10	0.75
Reactome	BP	GO:0006766	vitamin metabolic process	4.32E-02	107	36	26.68	1.35
Reactome	BP	GO:0006457	protein folding	4.50E-02	210	65	52.36	1.24
Reactome	BP	GO:0006520	amino acid metabolic process	6.54E-02	292	59	72.80	0.81
Reactome	BP	GO:0006575	cellular modified amino acid metabolic process	8.80E-02	186	36	46.37	0.78
Reactome	BP	GO:0002181	cytoplasmic translation	9.14E-02	153	29	38.15	0.76
Reactome	BP	GO:0016071	mRNA metabolic process	9.35E-02	713	197	177.76	1.11
Reactome	BP	GO:0006399	tRNA metabolic process	1.58E-01	196	40	48.87	0.82
Reactome	BP	GO:0006790	sulfur compound metabolic process	1.71E-01	320	69	79.78	0.86
Reactome	BP	GO:0007018	microtubule-based movement	4.03E-01	640	150	159.56	0.94
Reactome	BP	GO:0007040	lysosome organization	4.35E-01	107	30	26.68	1.12
Reactome	BP	GO:0055086	nucleobase-containing small molecule metabolic process	1.00E+00	729	182	181.75	1.00
ReactomeFI	BP	GO:0006355	regulation of DNA-templated transcription	8.69E-232	3342	3085	2387.02	1.29
ReactomeFI	BP	GO:0012501	programmed cell death	9.60E-114	1954	1784	1395.64	1.28
ReactomeFI	BP	GO:0002376	immune system process	4.35E-106	2448	2171	1748.48	1.24
ReactomeFI	BP	GO:0007155	cell adhesion	1.41E-87	1444	1326	1031.37	1.29
ReactomeFI	BP	GO:0048870	cell motility	2.39E-84	1659	1497	1184.94	1.26
ReactomeFI	BP	GO:0016192	vesicle-mediated transport	4.73E-62	1894	1643	1352.78	1.21
ReactomeFI	BP	GO:0065003	protein-containing complex assembly	7.34E-58	1648	1439	1177.08	1.22
ReactomeFI	BP	GO:0050877	nervous system process	3.49E-55	1527	1337	1090.66	1.23
ReactomeFI	BP	GO:0006954	inflammatory response	1.05E-54	820	761	585.68	1.30
ReactomeFI	BP	GO:0030163	protein catabolic process	3.44E-44	990	884	707.11	1.25
ReactomeFI	BP	GO:0006886	intracellular protein transport	2.29E-43	664	615	474.26	1.30
ReactomeFI	BP	GO:0006281	DNA repair	2.16E-42	587	549	419.26	1.31
ReactomeFI	BP	GO:0007010	cytoskeleton organization	8.16E-41	1639	1392	1170.65	1.19
ReactomeFI	BP	GO:0034330	cell junction organization	1.60E-40	727	663	519.26	1.28
ReactomeFI	BP	GO:0006914	autophagy	5.25E-35	568	523	405.69	1.29
ReactomeFI	BP	GO:0098542	defense response to other organism	7.46E-34	1171	1007	836.38	1.20
ReactomeFI	BP	GO:0042060	wound healing	8.75E-33	431	405	307.84	1.32
ReactomeFI	BP	GO:0003013	circulatory system process	4.25E-31	584	530	417.12	1.27
ReactomeFI	BP	GO:0006260	DNA replication	1.29E-27	279	269	199.28	1.35
ReactomeFI	BP	GO:0003012	muscle system process	1.44E-27	425	393	303.56	1.29
ReactomeFI	BP	GO:0016071	mRNA metabolic process	2.07E-25	713	624	509.26	1.23
ReactomeFI	BP	GO:0007059	chromosome segregation	4.41E-25	403	371	287.84	1.29
ReactomeFI	BP	GO:0006310	DNA recombination	2.54E-23	333	310	237.84	1.30
ReactomeFI	BP	GO:0006325	chromatin organization	1.80E-22	720	623	514.26	1.21
ReactomeFI	BP	GO:0007163	establishment or maintenance of cell polarity	3.67E-19	227	215	162.13	1.33
ReactomeFI	BP	GO:0072659	protein localization to plasma membrane	5.21E-19	284	263	202.85	1.30
ReactomeFI	BP	GO:0006913	nucleocytoplasmic transport	2.47E-18	326	297	232.84	1.28
ReactomeFI	BP	GO:0002181	cytoplasmic translation	4.33E-17	153	149	109.28	1.36
ReactomeFI	BP	GO:0140013	meiotic nuclear division	8.08E-16	279	254	199.28	1.27
ReactomeFI	BP	GO:0006091	generation of precursor metabolites and energy	1.04E-12	502	426	358.55	1.19
ReactomeFI	BP	GO:0000910	cytokinesis	1.15E-12	186	172	132.85	1.29
ReactomeFI	BP	GO:0007005	mitochondrion organization	1.90E-12	484	411	345.70	1.19
ReactomeFI	BP	GO:0030198	extracellular matrix organization	9.98E-10	314	270	224.27	1.20
ReactomeFI	BP	GO:0022600	digestive system process	5.41E-08	110	102	78.57	1.30
ReactomeFI	BP	GO:0042254	ribosome biogenesis	1.26E-07	297	251	212.13	1.18
ReactomeFI	BP	GO:0032200	telomere organization	4.73E-07	186	162	132.85	1.22
ReactomeFI	BP	GO:0006457	protein folding	1.49E-06	210	180	149.99	1.20
ReactomeFI	BP	GO:0055085	transmembrane transport	3.16E-06	1784	1358	1274.22	1.07
ReactomeFI	BP	GO:0003014	renal system process	6.79E-05	127	110	90.71	1.21
ReactomeFI	BP	GO:0007018	microtubule-based movement	7.20E-05	640	501	457.12	1.10
ReactomeFI	BP	GO:0031047	regulatory ncRNA-mediated gene silencing	1.40E-04	119	103	85.00	1.21
ReactomeFI	BP	GO:0006520	amino acid metabolic process	1.87E-04	292	179	208.56	0.86
ReactomeFI	BP	GO:0007040	lysosome organization	2.23E-04	107	93	76.42	1.22
ReactomeFI	BP	GO:0098754	detoxification	7.11E-04	134	113	95.71	1.18
ReactomeFI	BP	GO:0006399	tRNA metabolic process	1.90E-03	196	120	139.99	0.86
ReactomeFI	BP	GO:0140053	mitochondrial gene expression	5.33E-03	164	133	117.14	1.14
ReactomeFI	BP	GO:0006629	lipid metabolic process	1.04E-02	1355	1009	967.81	1.04
ReactomeFI	BP	GO:0005975	carbohydrate metabolic process	1.11E-02	551	420	393.55	1.07
ReactomeFI	BP	GO:0055086	nucleobase-containing small molecule metabolic process	2.39E-02	729	548	520.69	1.05
ReactomeFI	BP	GO:0044782	cilium organization	5.70E-02	399	302	284.98	1.06
ReactomeFI	BP	GO:0006486	protein glycosylation	6.34E-02	225	148	160.71	0.92
ReactomeFI	BP	GO:0006575	cellular modified amino acid metabolic process	4.16E-01	186	128	132.85	0.96
ReactomeFI	BP	GO:0006790	sulfur compound metabolic process	6.18E-01	320	233	228.56	1.02
ReactomeFI	BP	GO:0006766	vitamin metabolic process	1.00E+00	107	77	76.42	1.01
ReactomeFI(2022)	BP	GO:0006355	regulation of DNA-templated transcription	5.39E-220	3342	3087	2413.08	1.28
ReactomeFI(2022)	BP	GO:0002376	immune system process	4.75E-88	2448	2151	1767.57	1.22
ReactomeFI(2022)	BP	GO:0012501	programmed cell death	1.34E-80	1954	1740	1410.88	1.23
ReactomeFI(2022)	BP	GO:0007155	cell adhesion	9.95E-59	1444	1286	1042.64	1.23
ReactomeFI(2022)	BP	GO:0048870	cell motility	9.02E-54	1659	1449	1197.88	1.21
ReactomeFI(2022)	BP	GO:0065003	protein-containing complex assembly	9.95E-50	1648	1431	1189.93	1.20
ReactomeFI(2022)	BP	GO:0050877	nervous system process	4.42E-49	1527	1333	1102.57	1.21
ReactomeFI(2022)	BP	GO:0030163	protein catabolic process	2.63E-44	990	890	714.83	1.25
ReactomeFI(2022)	BP	GO:0006954	inflammatory response	1.11E-43	820	749	592.08	1.27
ReactomeFI(2022)	BP	GO:0006886	intracellular protein transport	8.79E-42	664	616	479.44	1.28
ReactomeFI(2022)	BP	GO:0016192	vesicle-mediated transport	8.09E-39	1894	1597	1367.56	1.17
ReactomeFI(2022)	BP	GO:0016071	mRNA metabolic process	4.09E-33	713	643	514.82	1.25
ReactomeFI(2022)	BP	GO:0003013	circulatory system process	3.34E-32	584	535	421.68	1.27
ReactomeFI(2022)	BP	GO:0034330	cell junction organization	3.91E-31	727	651	524.93	1.24
ReactomeFI(2022)	BP	GO:0042060	wound healing	2.58E-30	431	404	311.20	1.30
ReactomeFI(2022)	BP	GO:0006281	DNA repair	5.18E-30	587	534	423.84	1.26
ReactomeFI(2022)	BP	GO:0003012	muscle system process	1.78E-27	425	395	306.87	1.29
ReactomeFI(2022)	BP	GO:0098542	defense response to other organism	4.47E-27	1171	997	845.52	1.18
ReactomeFI(2022)	BP	GO:0006325	chromatin organization	5.43E-26	720	635	519.87	1.22
ReactomeFI(2022)	BP	GO:0006914	autophagy	3.52E-25	568	510	410.12	1.24
ReactomeFI(2022)	BP	GO:0007010	cytoskeleton organization	3.32E-23	1639	1349	1183.44	1.14
ReactomeFI(2022)	BP	GO:0055085	transmembrane transport	9.07E-21	1784	1451	1288.13	1.13
ReactomeFI(2022)	BP	GO:0007059	chromosome segregation	7.43E-20	403	365	290.98	1.25
ReactomeFI(2022)	BP	GO:0002181	cytoplasmic translation	9.55E-18	153	150	110.47	1.36
ReactomeFI(2022)	BP	GO:0006260	DNA replication	1.98E-17	279	258	201.45	1.28
ReactomeFI(2022)	BP	GO:0072659	protein localization to plasma membrane	8.19E-15	284	258	205.06	1.26
ReactomeFI(2022)	BP	GO:0006091	generation of precursor metabolites and energy	1.32E-14	502	434	362.47	1.20
ReactomeFI(2022)	BP	GO:0006913	nucleocytoplasmic transport	1.63E-14	326	292	235.39	1.24
ReactomeFI(2022)	BP	GO:0042254	ribosome biogenesis	2.04E-14	297	268	214.45	1.25
ReactomeFI(2022)	BP	GO:0007163	establishment or maintenance of cell polarity	2.06E-14	227	210	163.90	1.28
ReactomeFI(2022)	BP	GO:0006310	DNA recombination	3.35E-14	333	297	240.44	1.24
ReactomeFI(2022)	BP	GO:0140053	mitochondrial gene expression	1.22E-09	164	150	118.42	1.27
ReactomeFI(2022)	BP	GO:0006457	protein folding	3.63E-09	210	187	151.63	1.23
ReactomeFI(2022)	BP	GO:0007005	mitochondrion organization	5.06E-09	484	404	349.47	1.16
ReactomeFI(2022)	BP	GO:0000910	cytokinesis	2.13E-08	186	166	134.30	1.24
ReactomeFI(2022)	BP	GO:0030198	extracellular matrix organization	4.25E-07	314	265	226.72	1.17
ReactomeFI(2022)	BP	GO:0003014	renal system process	2.04E-06	127	114	91.70	1.24
ReactomeFI(2022)	BP	GO:0055086	nucleobase-containing small molecule metabolic process	4.06E-06	729	580	526.37	1.10
ReactomeFI(2022)	BP	GO:0006629	lipid metabolic process	4.87E-06	1355	1050	978.37	1.07
ReactomeFI(2022)	BP	GO:0005975	carbohydrate metabolic process	5.30E-06	551	444	397.85	1.12
ReactomeFI(2022)	BP	GO:0022600	digestive system process	8.44E-06	110	99	79.43	1.25
ReactomeFI(2022)	BP	GO:0140013	meiotic nuclear division	2.01E-05	279	232	201.45	1.15
ReactomeFI(2022)	BP	GO:0006790	sulfur compound metabolic process	1.94E-04	320	260	231.06	1.13
ReactomeFI(2022)	BP	GO:0031047	regulatory ncRNA-mediated gene silencing	6.40E-04	119	102	85.92	1.19
ReactomeFI(2022)	BP	GO:0032200	telomere organization	1.70E-03	186	153	134.30	1.14
ReactomeFI(2022)	BP	GO:0007040	lysosome organization	9.36E-03	107	89	77.26	1.15
ReactomeFI(2022)	BP	GO:0098754	detoxification	3.28E-02	134	108	96.75	1.12
ReactomeFI(2022)	BP	GO:0044782	cilium organization	1.75E-01	399	276	288.10	0.96
