Gene Set Group	Gene Set Name	Source	Gene List (NCBI Gene IDs)	
Literature	T-Cell Lymphoma	DisGeNET	"6146,9,10257,2068,2073,94234,94235,28,57381,4145,2100,110006328,4153,378938,115482684,2120,4170,115482704,51284,115482713,94,6238,51295,2146,115482723,100,79971,57447,6271,6275,8328,4233,6285,6288,6289,6298,6304,57531,4292,6343,4297,6348,207,208,2260,2261,4311,57575,238,8431,2288,6387,8454,4360,4363,51477,80150,2335,28985,84295,330,10573,10578,8543,355,356,55655,51561,361,367,6513,8565,387,4487,6535,407,4507,6566,121256,2475,4524,10673,8626,29107,440,6590,22974,29126,4552,66001,472,6622,2526,4582,8678,6646,51705,100532731,6654,4609,6659,64006,6664,10769,6678,51741,6687,545,6689,51750,442918,10801,10803,567,64061,55869,51776,2625,4683,4684,595,596,602,604,23136,608,613,154215,2668,23157,6774,23158,6776,6777,6778,8829,639,6789,648,10892,4763,4772,23205,8874,10923,4780,2735,84662,4790,4791,6850,4803,27349,2776,10970,4830,6886,4842,4843,4851,100526842,771,4869,6929,2833,6935,6936,799,8996,11047,811,6962,6965,6966,9021,117581,846,857,9055,864,9063,7015,7018,23405,9071,23411,885,4988,7037,894,7040,896,84868,2956,912,916,919,2968,920,11168,7072,930,931,445347,7074,939,940,943,11186,5045,951,5047,3001,7098,3002,958,959,960,961,115650,968,970,84939,973,11214,7124,112935892,5079,23512,995,574443,7157,7161,1019,1021,1022,84993,1029,1030,11273,7178,5133,5134,3091,7189,23583,5156,574501,3111,9260,100133941,474168,3135,64581,1119,5243,7295,7298,58508,9361,9365,3222,23705,5290,5291,5292,5293,5294,7345,3250,7350,9401,1215,9407,25793,5321,54474,1230,1233,1234,25819,9437,5347,9445,3308,7405,7409,3320,7421,3326,7422,3342,5406,7454,7456,1326,50485,30009,3385,9531,7486,5444,3398,3399,5450,3418,1380,7528,1386,102724971,3439,7535,406903,3447,406907,3458,3460,9623,3480,64919,3479,406938,1436,1437,406942,406947,406948,3492,406952,7593,406953,5564,406980,5573,406988,1493,1499,3551,3552,407008,5599,3553,5604,9700,3558,3561,5610,3562,3565,3567,3569,5621,1525,3574,3575,200186,3578,1535,407040,3586,54790,1543,3596,3597,3600,3603,83478,3606,7709,65059,3627,5694,5698,7750,1611,3662,65108,441951,5728,9825,9833,3695,1647,54897,50802,3702,3716,3717,3718,5771,5777,28309,5786,9891,5796,7852,3763,5819,5820,81608,83667,9940,1749,1750,3812,3815,9961,9970,28402,1788,50943,5896,1803,57103,5914,5923,5924,5925,10023,374569,653108,10038,3902,51008,51009,5966,102723407,3921,3932,28514,3952,3953,3956,55165,6023,51083,10125,8085,1956,1958,8115,114614,1978,4035,4049,10206,8163,10216,51176,6121,92140,2042,6139,55294"	
Literature	TARSAL-CARPAL COALITION SYNDROME	DisGeNET	"2048,1026,2050,1028,1029,1030,8201,2064,10769,2066,4115,5652,131096,5657,9241,6683,100124700,28,6687,3105,2597,7718,645682,2099,9787,115482684,728638,1601,2627,581,29765,1612,7248,595,65108,596,285782,3669,1620,115482713,1630,5727,119391,4193,2146,79971,8289,5728,3690,5743,627,23158,5243,7297,1154,6275,4739,3209,6283,51341,729230,1678,3732,4758,10904,6298,4763,56477,4255,2720,673,56996,7849,27306,10923,4267,682,2735,57008,177,7348,64693,400566,2744,9402,1727,4288,3265,6850,652995,4292,118471,2247,54474,6347,5328,5329,1234,7379,7380,84181,2261,54487,4313,10970,2778,29914,4830,4318,2272,7905,4322,3811,738,6373,9446,57575,10984,2784,7405,107075310,240,5366,110806263,760,4345,1786,1788,1789,7422,8448,5891,100187907,9990,7431,4360,5894,4363,10507,3342,3856,2321,2834,788,10518,284,7965,285,2335,8996,5925,25897,301,8493,5424,57650,4915,822,317,8000,1869,10573,1871,80208,9043,5460,246100,4436,3927,3925,857,7515,3933,7520,22882,10598,23405,367,79727,7025,1398,100500855,23415,131450,2938,55165,5502,7039,2944,7040,3458,94081,7045,2950,10631,406920,7046,2952,2956,3479,1432,3481,1437,3486,57760,4513,3490,146852,1956,9638,7593,11178,4524,941,5037,942,8626,29107,9148,445,960,22978,4548,23492,7108,29128,5578,1995,1485,23503,406991,2002,8658,55764,983,5079,26073,5594,1499,6616,3553,23523,10211,4582,3559,6121,5609,151531,3565,9709,3569,2547,1012,7157,3062,5111,3576,1017,1019,407037,642559"	
Literature	TDP-43 Proteinopathies	DisGeNET	"54664,23435,25978,9361,7057,2965,3483,10657,56994,10915,161,6311,10280,4137,8106,1453,1454,815,8878,26035,8633,8507,7415,102800317,57794,2896,23636,123606,10457,5595,348,23645,6622,51164,1376,203228,1374,6240,100861548,5747,6647,3064,65018,8317"	
Literature	"TIBIAL MUSCULAR DYSTROPHY, TARDIVE"	DisGeNET	"1312,10657,3683,1285,7273,6347,8878,23636,2965,4790,7415,3576,825,51164,202333,81631"	
Literature	TRICHOMONAS VAGINALIS (finding)	DisGeNET	"1536,3586,10247,105376906,1432,56477,7965,2335,23710,4513,10404,100616101,100616102,100616103,25897,5290,5291,5293,5294,7472,5424,4149,7097,9402,7099,60,100775105,8773,619465,9677,207,11345,449619,7124,983,88,1241,5594,26073,100862684,5340,100862683,54106,7776,3553,100,55269,10598,1514,3308,3569,114548,1398,3576,4860,7167"	
Literature	TUBEROUS SCLEROSIS 2 (disorder)	DisGeNET	"2048,5894,54541,3342,100302736,5909,6037,673,10018,10534,2475,10671,4913,6194,309,1978,5310,51014,115482696,117581,207,7248,7249,2258,5715,5076,595,5594,3039,353376,6752,5728,3040,84959,3429,351,5610,7157,4982,6009,3708,3710"	
Literature	Temporomandibular Joint Dysfunction Syndrome	DisGeNET	"1285,650,2965,2331,1436,1312,10657,8878,4790,825,6347,23636,7124,51164,202333,81631,3553,3683,7273,3569,7415,3576,1401"	
Literature	Teratocarcinoma	DisGeNET	"2048,6657,1026,10244,1029,64006,1032,5133,7182,10765,7184,2064,132625,54806,5663,3105,5156,43,645682,79923,65078,567,110006328,10297,115482685,3133,10314,115482699,5713,3578,339541,30816,9825,8804,8295,103,2158,2670,5744,57455,4210,5743,3198,8321,133,1674,142,57508,174,7855,53947,100775105,5316,5320,2249,2248,2252,2253,10966,2263,10969,4318,10462,10468,6886,1773,729330,6899,110806263,100526842,100616444,1789,57088,3845,6405,2321,2324,1813,5914,5916,4893,796,28962,5927,8493,9517,9520,7478,4919,7482,51517,5967,847,3921,2898,2897,5460,6997,6998,5978,348,3933,351,9573,10086,7015,51561,221547,885,7039,7057,6545,5531,6045,1950,4000,51105,4005,10664,8626,80326,29126,3014,1993,51152,2000,5594,2523,1499,9181,6622,2526,1510,283120,23028,7157,3066,6139,642559"	
Literature	Teratoma	DisGeNET	"6657,4609,1030,10763,7184,132625,17,2067,3091,1045,9241,9242,442912,442918,3110,38,4143,645682,79923,2099,54845,494143,2624,2627,581,56902,11335,84549,4170,6736,1618,5716,596,3159,5725,261726,6752,5728,9314,8804,4199,8295,10855,373863,2668,57455,2674,4210,5236,54903,10365,81533,1154,3714,8328,8842,9355,650,100130958,23184,9373,4254,10912,673,672,27303,4780,174,5300,1718,190,2239,2247,4810,10970,1244,4318,2272,1761,8932,3815,9961,7405,8433,54514,4851,494324,5366,250,251,29947,57088,60674,2309,3845,4360,51473,6935,57626,2331,10524,22813,1822,6938,800,5925,100653366,28471,332,7503,2896,79187,5460,55636,361,51053,7022,367,79727,23411,6520,6528,7040,2950,83856,1434,8091,1438,7076,1958,9128,7080,4012,23468,80816,84913,8626,947,6581,399806,342977,2000,2516,79828,983,472,6615,2523,1499,57819,23524,999,4072,6121,63978,3562,55272,6638,7157,2551,3065,55294,642559"	
Literature	Testicular Germ Cell Tumor	DisGeNET	"2048,1026,4613,9734,8200,442895,7186,27161,23583,442912,199713,442916,7216,645682,3123,2100,2099,1588,574514,9271,1081,1082,5178,578,51778,595,5716,596,6744,3161,161882,2650,5728,4193,115482723,373863,2668,9846,728712,81037,50830,3728,29842,4254,4255,672,283297,56996,81575,8874,5291,5290,27306,174,5294,5293,682,4790,4282,5307,8379,4292,7371,207,3791,8915,10970,4827,220,57054,3295,2272,1761,3815,7405,6899,1786,29947,1788,494332,50940,5889,3845,4360,3342,3855,5908,29974,5912,796,801,805,129831,808,22824,28471,22843,30014,51008,7490,836,2886,143689,1869,8013,7503,339,5460,4436,55124,4439,56155,5468,22883,56165,7015,51560,133482,100302187,9582,367,369,9585,7029,2935,55159,377,6010,57211,889,6013,894,100642175,2944,7040,2950,2952,1435,1436,1442,94115,373156,1443,943,55729,11186,8626,81848,2492,957,958,406976,406977,79823,2002,978,81876,406996,7124,5594,93659,57823,123872,407008,999,6121,54765,501,7157,55294,642559"	
Literature	Therapy-related myelodysplastic syndrome	DisGeNET	"5888,6146,1029,54790,9734,1030,2187,142,171023,55824,4629,5781,23451,1437,672,7841,675,79139,10923,8493,29107,952,5048,7994,1977,115482684,2624,4928,5956,4297,10573,55252,115482713,861,23522,57060,613,1387,2028,7531,7157,54904"	
Literature	Thromboangiitis Obliterans	DisGeNET	"3586,4615,3082,3596,8209,3603,3605,6677,3105,3106,3111,3627,3115,3117,3123,59,2625,6726,6729,3146,5707,596,7253,611,2147,102,10855,5743,27250,6772,6774,2167,54407,9353,2185,3212,652,3213,5788,8869,54437,5290,5291,5293,5806,5294,177,182,7350,4288,6850,2246,207,6352,3280,4314,107075310,4846,149233,4851,3827,7412,26871,7422,57091,2321,129831,100507436,3383,11065,335,84818,6489,9564,2908,112476,5468,112483,2919,4974,1906,114548,3965,7038,7040,7042,3458,84868,10127,100528016,3479,3480,1434,406938,7070,4513,929,9126,4015,947,50615,102724023,26039,7099,5054,958,960,959,5578,5579,27086,406991,2516,7124,348120,1500,5599,3552,3553,3557,3569,4087,3576"	
Literature	"Thrombocythemia, Essential"	DisGeNET	"4609,3586,3077,54790,9734,2056,2057,79885,1038,10767,171023,3091,2068,25,27163,10785,3106,5156,6696,27178,2623,4162,578,581,114757,3576,100616269,2125,596,8788,1109,599,3579,102157402,3674,1116,4089,1118,54880,4193,2146,2147,1636,613,3684,10855,2152,2153,3689,3690,5228,5742,54386,627,6772,2678,6774,6776,6777,637,102606463,1154,8835,3716,3717,133,6279,6280,5624,84106,7307,6283,2187,4240,5627,6296,665,10401,728226,2212,4773,57509,4778,7852,5806,7351,4287,81608,27342,207,83667,4313,4827,4318,3815,3308,729838,4846,23281,6387,7422,4352,6401,6403,7939,2313,2314,6414,2321,5906,653590,794,6427,10013,4893,5917,79139,10019,57126,811,9518,4914,308,8506,9021,842,335,1360,5972,3417,3418,2908,862,3934,106480993,867,356,3429,7015,2919,3439,367,3440,1906,114548,3958,3447,1401,728441,7035,406910,7040,384,3458,53635,84868,59272,9097,3980,29072,7057,10128,406935,3479,3481,410,90523,7066,1437,23451,22943,4512,1441,8091,6563,929,5542,100529063,4524,947,5047,50616,7099,5054,11200,3014,967,969,406986,8651,9172,57817,23002,1499,407006,81890,8170,574443,3562,3053,2539,574447,3569,27122,3572,4597,6646,5111,7157,3577,4602,1012"	
Literature	Thrombophilia	DisGeNET	"2,3075,23569,1559,1048,28,5670,2099,5176,4153,1084,101054525,1087,3146,5196,4179,3162,5728,2147,1636,2149,2151,2152,2153,10855,3690,2157,2158,2159,2160,2161,2162,6775,50808,102606463,2688,3717,5624,2184,4240,8856,79001,9370,4256,672,675,2212,6319,177,4287,708,196,710,6343,2244,3273,718,213,145624,5340,79581,5345,79585,100128998,55016,4846,5359,6382,6898,7422,4353,5891,6404,6403,80150,7450,6943,79660,302,10544,308,100505909,324,1351,94025,260431,1361,338,5972,11093,3929,54106,348,350,9567,5473,354,9575,51561,875,10603,282991,3439,3447,1401,7035,7040,7042,3458,5507,2950,10630,7055,7056,406,27034,3484,412,11169,1956,5034,4524,5554,5555,4018,953,1468,5054,5055,406980,966,406982,4552,4046,462,102724560,6609,3026,1999,51156,7124,3552,3553,5091,3053,3569,3576,5627,23550"	
Literature	Thymic Carcinoma	DisGeNET	"6657,1029,54790,9734,407051,5133,171023,2067,27164,23583,5156,3620,3146,3156,115482713,5728,9825,780897,5743,8314,123,7298,8836,8837,256646,10381,5269,4255,3235,6139,1193,5290,5291,5293,5294,3265,4803,10454,2786,3815,3309,107075310,494324,10487,100526842,1788,7422,50943,768,3845,80142,1806,9536,10580,367,29072,7063,3479,406937,2969,4513,1956,6059,4012,23476,406971,6597,29126,970,1483,972,8140,6622,9200,7157,5111,10232,4089,1019,1017"	
Literature	Thymoma	DisGeNET	"6657,3586,4609,1029,64006,54790,4616,26121,3082,2056,4615,8205,8718,171023,3600,1040,2064,919,3605,54806,100124696,25,27164,6173,23583,3105,23586,3107,5156,2597,171558,8743,10279,3115,9260,3117,4656,6194,3123,3125,6198,3127,110006328,10296,4151,56896,2113,100132417,581,115482696,4170,3146,2122,26191,5715,5716,595,596,3669,54361,4089,6750,1630,54880,353376,780897,5728,112744,7273,7276,3181,1134,5741,2160,5743,400500,6261,6774,6262,6776,1145,6777,123,7292,7293,8314,6783,64135,7298,5764,3717,2693,8837,648,90249,7818,1674,58508,650,142,256646,2185,5269,154,5788,4255,5281,673,2209,2210,4261,5290,8875,7852,5291,5294,5293,4277,10934,7864,9402,1211,3265,4294,27335,2764,9423,207,3791,208,1236,4312,64221,2272,79073,6370,10468,3815,51435,8428,107075310,10487,1788,1789,7422,50943,5376,5890,3845,4357,7432,8456,1803,1806,10000,1302,51478,6772,796,7965,4893,285,5920,284,10534,129831,25897,100507436,1326,820,3383,2876,10563,836,326,51014,5449,10570,847,79187,10580,9557,64344,5465,859,3932,864,3429,10598,361,3440,55154,11122,2932,1398,1399,1400,406910,3458,22914,10630,8074,29072,83856,100302736,55190,7063,1432,3479,2969,9112,1436,10653,1437,3484,100528032,7070,4513,930,1956,406949,7076,55717,4005,3491,2475,4012,940,6574,161198,10671,23476,50616,7098,54206,26047,960,959,54210,406980,6597,29126,6599,29128,80329,970,6598,1483,973,972,8140,4049,7124,1493,472,7128,5594,5595,1499,26073,407004,2017,3558,3559,85480,998,407018,2539,1515,407021,999,9200,7157,5111,10232,1017,9211,9212,55294"	
Literature	Thyroid Gland Follicular Adenoma	DisGeNET	"51715,140805,7178,7691,3087,2064,55824,55835,7709,148003,442916,442918,9770,23600,2099,2100,1591,1594,3643,10300,60,6722,4684,596,7253,53335,3164,5726,5727,6752,2145,1634,5728,65125,57447,3689,2158,5743,55422,2688,2191,2706,8857,154,2719,50848,673,678,7849,5290,5291,7852,10411,5294,5293,682,64689,6329,3265,1733,1734,100506311,7879,6857,207,3791,8405,2263,6872,6359,2778,4312,4830,4318,2784,5347,57060,5868,107075310,6387,2806,110806263,7421,7422,7430,1800,1803,23308,116496,2322,10008,4893,2852,3880,2346,4913,4916,308,5948,324,5956,1869,644943,151887,5970,9043,1366,9049,9562,5979,5468,8030,3934,355,1381,1893,7015,51561,57706,1387,1390,367,100131187,9076,3958,7033,7038,6528,7040,3973,4495,4499,10643,63892,406934,10135,8091,4513,3490,1956,7076,83876,1964,84909,1455,55729,11186,23475,406966,1977,960,11200,29124,5573,3014,968,338382,7124,1493,80347,3565,574447,3569,23028,7157,7158,5111,3577"	
Literature	Thyroid associated opthalmopathies	DisGeNET	"4609,3586,140805,7173,9735,4615,3593,1543,3596,5133,407053,3600,8720,3603,3605,6677,3606,23,1051,3105,3106,3107,2551,2597,10278,3111,8741,3627,43,563,3123,4155,60,26191,51284,7253,596,3669,6750,6751,6752,10848,3682,2657,8809,53358,5743,6772,1147,51330,6275,1668,4739,2694,6279,64135,7306,4236,142,655,5782,9370,57506,8869,5290,5291,4780,8877,5806,5294,1200,6319,1201,5293,4790,5304,4283,59067,1728,196,2246,2247,1734,54474,6347,207,6352,1235,2260,217,2778,4313,4318,6373,3303,3304,2794,3308,107075310,149233,7412,4853,7421,50943,6401,6422,55075,129831,2353,3383,5947,9021,326,1351,844,845,5465,6489,54106,9564,2908,5468,353,1381,80742,51561,1901,3949,4974,3952,7538,1401,7038,7040,3458,84868,2950,25992,100528016,10135,3480,3479,1434,8091,408,406938,7070,3488,4513,6050,930,7076,7077,10148,388007,3491,931,406947,26027,940,941,4524,942,406959,10673,947,50616,5562,7099,5564,5563,5054,958,960,959,968,406991,4049,1490,112935892,1493,90070,7124,348120,5594,5595,1499,3037,1500,3551,3552,3553,4069,3558,3559,27112,85480,407018,407019,3562,3565,3557,3567,3569,3570,66037,6646,3575,3576,3574,1020"	
Literature	Tooth Attrition	DisGeNET	"5888,2944,6786,2177,110806265,1029,2056,1401,522,9739,146059,6288,6289,104355217,57620,9370,5663,8864,1440,546,675,152100,1827,6690,1834,811,9519,1200,55218,10163,947,181,1462,7486,11200,4803,197,6597,1736,4942,6736,7124,1493,55893,2776,472,9048,348,84957,3553,2146,611,7012,354,7014,7015,8936,7273,3567,754,6770,23411,7157,110806263,494329,5243"	
Literature	Toxoplasmosis	DisGeNET	"6657,3586,3600,3605,5662,3105,3107,3620,1075,3123,11331,3146,3661,6737,51284,9817,340061,53342,81502,353376,2149,8809,23158,5243,7298,5764,5265,672,115362,4267,4780,57008,2224,1719,4282,59067,9407,196294,6347,1230,718,1234,81622,29919,5354,3308,9453,239,1778,3329,3337,3339,100507436,9518,3383,9021,834,84803,11258,50507,4430,4948,54106,7012,6500,3439,114548,3447,7040,3458,406921,10642,1432,1437,4512,928,5027,1956,10148,388007,790953,3502,50616,7097,7099,5052,7100,960,6598,29128,201161,7124,2012,2525,2524,3552,3553,1508,3558,51692,3565,51182,3569,8694,2551,3576,246778,11261,7167"	
Literature	Traditional Serrated Adenoma	DisGeNET	"2048,1026,9734,6667,2064,55824,3091,5653,2597,10801,9780,11318,60,3646,3654,6737,5727,2146,8290,5742,54894,5243,125,6781,126,10376,5789,4255,673,5796,1191,5290,4780,4292,79054,9429,2778,57060,4842,4843,23277,7422,2308,3845,3855,7442,4893,10018,811,9518,3383,728378,324,5956,2890,1869,4436,7001,358,1387,51564,406900,7040,3973,84870,7048,10637,4512,1956,2475,7088,1977,340419,6606,6607,56271,1499,5599,23521,4583,489,4586,27113,4588,284654,4594,7157,4087,3065,3066"	
Literature	Transitional cell carcinoma of bladder	DisGeNET	"407040,2048,2050,7168,4609,1029,79366,5293,1543,8201,10,574474,8714,407053,407054,407055,2064,10769,8720,2067,442894,100048912,54806,5654,131096,3091,94234,3611,100124700,51741,1052,2079,5664,57379,3620,7718,161835,1580,645682,378938,51773,575,55872,2625,3146,4171,1611,201292,4174,8360,7248,23122,595,596,1111,55384,8362,1544,8795,1116,3162,5727,119391,4193,2146,5728,8294,641638,8365,642559,5743,27253,6774,5243,57468,7291,5245,728192,4738,4739,220296,136,650,6283,51341,142,729230,1678,116369,659,57492,4758,284312,92312,4255,121504,6304,673,2720,57510,8359,27306,8361,5290,8363,8364,5291,5294,54443,8368,57008,79026,8366,23213,8367,400566,177,7348,8370,4790,9402,5820,1727,3265,51397,54984,54474,6347,5324,2252,5326,207,3791,5328,7379,2260,9429,5334,2261,55000,4313,10970,1755,4312,29914,4830,4318,2272,2784,4322,4837,9446,57575,3303,9961,3306,3304,79727,7405,107075310,6382,149233,6387,9978,7422,60674,5891,3845,7431,4360,54541,29968,346389,1302,790,5652,7965,5925,10533,11045,5414,25897,102466854,8493,9520,5425,7473,10553,4921,2875,11065,317,9021,51517,836,554313,841,9043,5460,54101,4437,4436,857,354,10598,7015,51561,1385,3439,367,10097,3440,23411,7025,3956,3958,10615,23415,7031,3447,891,1398,3965,55165,10109,2944,896,3458,7040,94081,4486,2950,2952,7049,9610,11148,2956,219541,3479,1432,1948,925,1437,23452,3488,4513,3486,1956,7077,7593,55722,2475,4524,8625,8626,6581,406967,9148,960,4035,4548,23492,29126,10181,29128,5578,1995,2002,338386,7124,4978,5079,26073,5594,5595,1499,4267,2526,5599,2013,3552,3553,407004,10211,4582,3558,257000,6121,2026,999,338412,3565,407021,92140,407024,3569,407026,7153,1012,7157,4086,5111,574456,7158,5627,117247"	
Literature	Treatment related acute myeloid leukaemia	DisGeNET	"5888,2944,50945,100310785,4609,4869,5894,3205,2056,2952,2950,11270,2187,55824,2322,2068,4629,5781,2335,672,930,675,5156,10661,7974,9635,5037,10801,947,84919,1977,7994,10682,4928,5956,3142,4297,8522,1611,4684,2122,5967,596,4436,1236,285527,1371,8028,861,862,863,4193,865,57060,613,6886,10216,1387,7150,7153,8178,23157,7157,1788,4735"	
Literature	Trichohepatoenteric Syndrome	DisGeNET	"8195,4099,2052,692236,2071,2074,10269,4128,4135,4142,6194,8243,55349,60,101054525,4158,4160,72,6223,342096,2138,114781,2147,4204,2158,6261,6262,4221,2176,57477,2181,10376,4232,2200,153,6323,6329,185,6331,57532,8378,57539,4292,2245,197,2248,8398,55503,4306,6356,2261,2263,4313,2271,10479,6387,2296,6392,4360,268,57616,2321,2332,290,291,22827,80184,10555,55612,324,55636,4436,10587,348,6497,6499,355,55655,57704,51561,361,367,10611,51574,6524,27030,55703,4508,412,4509,6567,10664,2477,55729,8626,2488,57787,29124,6598,201163,6605,27086,2512,8658,472,8671,4595,6647,10743,6657,2566,6663,197131,4627,4629,23064,4638,2592,545,546,4645,551,554,2623,2624,2625,6720,2629,583,4683,593,6738,6737,596,64093,6750,4706,8803,2669,627,2688,2690,23172,64132,2692,2694,64135,2697,6794,668,2719,672,675,8869,2735,2737,10934,701,170692,8910,2778,10970,64220,10984,4846,90865,6899,4854,6905,11005,6910,152330,23314,790,6948,6949,158506,811,4914,2869,2875,64324,84811,2898,4952,2908,7007,23394,873,23405,4982,11128,7035,7037,2956,80781,7054,5009,7066,923,7068,9126,7080,7086,947,5048,5054,693182,966,5067,5071,84944,7124,5076,7133,998,7148,9197,84976,7157,1019,9211,91147,11277,171023,5139,11285,23582,7200,5172,3127,7227,3150,60495,7253,60502,1113,7258,3163,7270,1128,1130,5228,7276,7291,5244,58499,9370,5277,7337,5290,3248,7355,5308,5317,25802,3291,7389,7401,7403,25836,9451,7405,93426,7421,9469,1277,1280,1281,1278,60675,7428,7422,1287,3342,5395,7450,7466,7468,5422,7476,5428,79156,9531,5443,5444,5447,64840,222546,5468,3423,9570,1387,85358,7538,1399,1401,106478973,3458,7555,54658,5524,3479,3481,284058,9652,26040,50616,1468,9663,5594,50650,1499,3552,3553,3558,3565,3569,5621,7681,407050,1555,3605,54806,83481,26137,9757,3627,3630,1583,1584,1585,1586,1588,1589,3641,3643,24140,7764,5727,83552,5728,1636,100038247,1641,5741,9839,5744,5743,1678,192142,7827,50848,7840,128674,7846,7852,3757,124590,3759,5806,3758,1714,1717,5828,1735,3784,3785,81608,1738,3791,9935,1749,1750,79577,3811,79594,1789,50943,5888,3856,145173,1814,1813,5921,79650,5932,1861,10058,5972,5979,10075,10084,1896,3952,114548,1909,55157,1913,57217,26504,3976,8074,3978,8085,8091,1950,4010,6060,55213,1968,4016,4023,79813,4041,2006,4068,2022,4072,6121,157680,51185,2033,8190"	
