index,Network,Performance,method,num_nets,min_nets,Group,GeneSet,Comparator,Disease
EFO_0009928,OC_nocite_16__composite_min2,9.566702820653438,OC,16,2,NOCITE,Genetic,False,2418
EFO_0009929,OC_nocite_16__composite_min2,18.134234403487763,OC,16,2,NOCITE,Genetic,False,2419
EFO_0009930,OC_nocite_16__composite_min2,8.745384130609821,OC,16,2,NOCITE,Genetic,False,2420
EFO_0009931,OC_nocite_16__composite_min2,14.643036257809593,OC,16,2,NOCITE,Genetic,False,2421
EFO_0009932,OC_nocite_16__composite_min2,15.183452790771808,OC,16,2,NOCITE,Genetic,False,2422
EFO_0009933,OC_nocite_16__composite_min2,15.365954875345544,OC,16,2,NOCITE,Genetic,False,2423
EFO_0009941,OC_nocite_16__composite_min2,18.486273809213422,OC,16,2,NOCITE,Genetic,False,2424
EFO_0009959,OC_nocite_16__composite_min2,44.78228538148971,OC,16,2,NOCITE,Genetic,False,2425
EFO_0009963,OC_nocite_16__composite_min2,12.69924370421804,OC,16,2,NOCITE,Genetic,False,2426
EFO_0010067,OC_nocite_16__composite_min2,72.94261859851652,OC,16,2,NOCITE,Genetic,False,2427
EFO_0010088,OC_nocite_16__composite_min2,7.858045141707576,OC,16,2,NOCITE,Genetic,False,2428
EFO_0010091,OC_nocite_16__composite_min2,1.402456840354574,OC,16,2,NOCITE,Genetic,False,2429
EFO_0010100,OC_nocite_16__composite_min2,11.018172141439628,OC,16,2,NOCITE,Genetic,False,2430
EFO_0010114,OC_nocite_16__composite_min2,2.554333334215046,OC,16,2,NOCITE,Genetic,False,2431
EFO_0010116,OC_nocite_16__composite_min2,27.11386608947915,OC,16,2,NOCITE,Genetic,False,2432
EFO_0010117,OC_nocite_16__composite_min2,6.545458467045028,OC,16,2,NOCITE,Genetic,False,2433
EFO_0010119,OC_nocite_16__composite_min2,25.0246627238304,OC,16,2,NOCITE,Genetic,False,2434
EFO_0010125,OC_nocite_16__composite_min2,3.311613508767002,OC,16,2,NOCITE,Genetic,False,2435
EFO_0010130,OC_nocite_16__composite_min2,16.640166095032622,OC,16,2,NOCITE,Genetic,False,2436
EFO_0010176,OC_nocite_16__composite_min2,4.677494543455971,OC,16,2,NOCITE,Genetic,False,2437
EFO_0010223,OC_nocite_16__composite_min2,7.31120003849446,OC,16,2,NOCITE,Genetic,False,2438
EFO_0010224,OC_nocite_16__composite_min2,6.262272940721926,OC,16,2,NOCITE,Genetic,False,2439
EFO_0010298,OC_nocite_16__composite_min2,2.3412118702737863,OC,16,2,NOCITE,Genetic,False,2440
EFO_0010299,OC_nocite_16__composite_min2,3.0820347976585194,OC,16,2,NOCITE,Genetic,False,2441
EFO_0010351,OC_nocite_16__composite_min2,42.05666060297736,OC,16,2,NOCITE,Genetic,False,2442
EFO_0010469,OC_nocite_16__composite_min2,33.63146704666276,OC,16,2,NOCITE,Genetic,False,2443
EFO_0010554,OC_nocite_16__composite_min2,15.457846065787992,OC,16,2,NOCITE,Genetic,False,2444
EFO_0010576,OC_nocite_16__composite_min2,5.049588079196638,OC,16,2,NOCITE,Genetic,False,2445
EFO_0010578,OC_nocite_16__composite_min2,19.719996673527653,OC,16,2,NOCITE,Genetic,False,2446
EFO_0010583,OC_nocite_16__composite_min2,29.0313899148461,OC,16,2,NOCITE,Genetic,False,2447
EFO_0010638,OC_nocite_16__composite_min2,13.010679443325076,OC,16,2,NOCITE,Genetic,False,2448
EFO_0010701,OC_nocite_16__composite_min2,12.037579732654514,OC,16,2,NOCITE,Genetic,False,2449
EFO_0010702,OC_nocite_16__composite_min2,39.06222762107742,OC,16,2,NOCITE,Genetic,False,2450
EFO_0010724,OC_nocite_16__composite_min2,10.040984111547887,OC,16,2,NOCITE,Genetic,False,2451
EFO_0010733,OC_nocite_16__composite_min2,65.65857175925038,OC,16,2,NOCITE,Genetic,False,2452
EFO_0010815,OC_nocite_16__composite_min2,32.89525040236945,OC,16,2,NOCITE,Genetic,False,2453
EFO_0010934,OC_nocite_16__composite_min2,5.294531072141205,OC,16,2,NOCITE,Genetic,False,2454
EFO_0010948,OC_nocite_16__composite_min2,9.514902116626654,OC,16,2,NOCITE,Genetic,False,2455
EFO_0010949,OC_nocite_16__composite_min2,11.175300928745992,OC,16,2,NOCITE,Genetic,False,2456
EFO_0010972,OC_nocite_16__composite_min2,4.601139276311259,OC,16,2,NOCITE,Genetic,False,2457
EFO_0011013,OC_nocite_16__composite_min2,18.52938483102504,OC,16,2,NOCITE,Genetic,False,2458
EFO_0020044,OC_nocite_16__composite_min2,155.41669956636062,OC,16,2,NOCITE,Genetic,False,2459
EFO_0020097,OC_nocite_16__composite_min2,22.947179188658808,OC,16,2,NOCITE,Genetic,False,2460
EFO_0020283,OC_nocite_16__composite_min2,11.170606089690644,OC,16,2,NOCITE,Genetic,False,2461
EFO_0020690,OC_nocite_16__composite_min2,52.08432201599348,OC,16,2,NOCITE,Genetic,False,2462
EFO_0020865,OC_nocite_16__composite_min2,9.552373648472376,OC,16,2,NOCITE,Genetic,False,2463
EFO_0020946,OC_nocite_16__composite_min2,26.57994508070912,OC,16,2,NOCITE,Genetic,False,2464
EFO_0021283,OC_nocite_16__composite_min2,0.9561660198139202,OC,16,2,NOCITE,Genetic,False,2465
EFO_0021487,OC_nocite_16__composite_min2,10.636715742680137,OC,16,2,NOCITE,Genetic,False,2466
EFO_0021784,OC_nocite_16__composite_min2,2.5224478737286478,OC,16,2,NOCITE,Genetic,False,2467
EFO_0021787,OC_nocite_16__composite_min2,19.834165897331737,OC,16,2,NOCITE,Genetic,False,2468
EFO_0021788,OC_nocite_16__composite_min2,8.551579717414667,OC,16,2,NOCITE,Genetic,False,2469
EFO_0021897,OC_nocite_16__composite_min2,29.70425186814276,OC,16,2,NOCITE,Genetic,False,2470
EFO_0021898,OC_nocite_16__composite_min2,29.82935645949745,OC,16,2,NOCITE,Genetic,False,2471
EFO_0021899,OC_nocite_16__composite_min2,6.062687254562117,OC,16,2,NOCITE,Genetic,False,2472
EFO_0021900,OC_nocite_16__composite_min2,24.803731717370333,OC,16,2,NOCITE,Genetic,False,2473
EFO_0021902,OC_nocite_16__composite_min2,49.79386399349273,OC,16,2,NOCITE,Genetic,False,2474
EFO_0021903,OC_nocite_16__composite_min2,14.389027904178146,OC,16,2,NOCITE,Genetic,False,2475
EFO_0022144,OC_nocite_16__composite_min2,2.284732617687786,OC,16,2,NOCITE,Genetic,False,2476
EFO_0022145,OC_nocite_16__composite_min2,56.76558514519982,OC,16,2,NOCITE,Genetic,False,2477
EFO_0022146,OC_nocite_16__composite_min2,54.58694431402914,OC,16,2,NOCITE,Genetic,False,2478
EFO_0022149,OC_nocite_16__composite_min2,5.71018214945828,OC,16,2,NOCITE,Genetic,False,2479
EFO_0022154,OC_nocite_16__composite_min2,29.85603065174296,OC,16,2,NOCITE,Genetic,False,2480
EFO_0022156,OC_nocite_16__composite_min2,15.288499703382584,OC,16,2,NOCITE,Genetic,False,2481
EFO_0022157,OC_nocite_16__composite_min2,27.45699701761548,OC,16,2,NOCITE,Genetic,False,2482
EFO_0022158,OC_nocite_16__composite_min2,40.70649345853914,OC,16,2,NOCITE,Genetic,False,2483
EFO_0022161,OC_nocite_16__composite_min2,15.370735347075964,OC,16,2,NOCITE,Genetic,False,2484
EFO_0022164,OC_nocite_16__composite_min2,20.265092398066024,OC,16,2,NOCITE,Genetic,False,2485
EFO_0022169,OC_nocite_16__composite_min2,51.32275553928945,OC,16,2,NOCITE,Genetic,False,2486
EFO_0022175,OC_nocite_16__composite_min2,53.0513875272737,OC,16,2,NOCITE,Genetic,False,2487
EFO_0022178,OC_nocite_16__composite_min2,74.58704556695488,OC,16,2,NOCITE,Genetic,False,2488
EFO_0022180,OC_nocite_16__composite_min2,38.18869679022452,OC,16,2,NOCITE,Genetic,False,2489
EFO_0022181,OC_nocite_16__composite_min2,8.439496491649036,OC,16,2,NOCITE,Genetic,False,2490
EFO_0022187,OC_nocite_16__composite_min2,17.66122237673236,OC,16,2,NOCITE,Genetic,False,2491
EFO_0022189,OC_nocite_16__composite_min2,38.49925697931926,OC,16,2,NOCITE,Genetic,False,2492
EFO_0022190,OC_nocite_16__composite_min2,60.00457451020474,OC,16,2,NOCITE,Genetic,False,2493
EFO_0022196,OC_nocite_16__composite_min2,24.365497747460385,OC,16,2,NOCITE,Genetic,False,2494
EFO_0022224,OC_nocite_16__composite_min2,24.229670414642243,OC,16,2,NOCITE,Genetic,False,2495
EFO_0022225,OC_nocite_16__composite_min2,19.294247989953572,OC,16,2,NOCITE,Genetic,False,2496
EFO_0022228,OC_nocite_16__composite_min2,32.051106613777016,OC,16,2,NOCITE,Genetic,False,2497
EFO_0022229,OC_nocite_16__composite_min2,17.79205821303317,OC,16,2,NOCITE,Genetic,False,2498
EFO_0022230,OC_nocite_16__composite_min2,36.578539793206026,OC,16,2,NOCITE,Genetic,False,2499
EFO_0022231,OC_nocite_16__composite_min2,19.609745047377835,OC,16,2,NOCITE,Genetic,False,2500
EFO_0022233,OC_nocite_16__composite_min2,13.185044874412052,OC,16,2,NOCITE,Genetic,False,2501
EFO_0022234,OC_nocite_16__composite_min2,5.693545963921487,OC,16,2,NOCITE,Genetic,False,2502
EFO_0022237,OC_nocite_16__composite_min2,6.007254286284836,OC,16,2,NOCITE,Genetic,False,2503
EFO_0022239,OC_nocite_16__composite_min2,22.335013071878368,OC,16,2,NOCITE,Genetic,False,2504
EFO_0022242,OC_nocite_16__composite_min2,32.37180128282794,OC,16,2,NOCITE,Genetic,False,2505
EFO_0022244,OC_nocite_16__composite_min2,31.104636288475422,OC,16,2,NOCITE,Genetic,False,2506
EFO_0022245,OC_nocite_16__composite_min2,20.66894340345245,OC,16,2,NOCITE,Genetic,False,2507
EFO_0022247,OC_nocite_16__composite_min2,29.99662133545951,OC,16,2,NOCITE,Genetic,False,2508
EFO_0022248,OC_nocite_16__composite_min2,6.1059737112852766,OC,16,2,NOCITE,Genetic,False,2509
EFO_0022251,OC_nocite_16__composite_min2,6.678565846379731,OC,16,2,NOCITE,Genetic,False,2510
EFO_0022253,OC_nocite_16__composite_min2,15.743061371959906,OC,16,2,NOCITE,Genetic,False,2511
EFO_0022256,OC_nocite_16__composite_min2,41.57670398644501,OC,16,2,NOCITE,Genetic,False,2512
EFO_0022258,OC_nocite_16__composite_min2,36.05464403544274,OC,16,2,NOCITE,Genetic,False,2513
EFO_0022259,OC_nocite_16__composite_min2,23.75012583743484,OC,16,2,NOCITE,Genetic,False,2514
EFO_0022260,OC_nocite_16__composite_min2,45.45845636572373,OC,16,2,NOCITE,Genetic,False,2515
EFO_0022263,OC_nocite_16__composite_min2,32.89048498222625,OC,16,2,NOCITE,Genetic,False,2516
EFO_0022264,OC_nocite_16__composite_min2,17.055323718166374,OC,16,2,NOCITE,Genetic,False,2517
EFO_0022265,OC_nocite_16__composite_min2,73.3791081170809,OC,16,2,NOCITE,Genetic,False,2518
EFO_0022267,OC_nocite_16__composite_min2,20.32269861582738,OC,16,2,NOCITE,Genetic,False,2519
EFO_0022269,OC_nocite_16__composite_min2,18.53864993098388,OC,16,2,NOCITE,Genetic,False,2520
EFO_0022272,OC_nocite_16__composite_min2,43.00341564640822,OC,16,2,NOCITE,Genetic,False,2521
EFO_0022274,OC_nocite_16__composite_min2,53.20843106865296,OC,16,2,NOCITE,Genetic,False,2522
EFO_0022275,OC_nocite_16__composite_min2,9.802817674160549,OC,16,2,NOCITE,Genetic,False,2523
EFO_0022279,OC_nocite_16__composite_min2,26.454227168069007,OC,16,2,NOCITE,Genetic,False,2524
EFO_0022280,OC_nocite_16__composite_min2,15.428600785915895,OC,16,2,NOCITE,Genetic,False,2525
EFO_0022282,OC_nocite_16__composite_min2,40.844676254524586,OC,16,2,NOCITE,Genetic,False,2526
EFO_0022283,OC_nocite_16__composite_min2,9.51770383789421,OC,16,2,NOCITE,Genetic,False,2527
EFO_0022284,OC_nocite_16__composite_min2,21.494377821449618,OC,16,2,NOCITE,Genetic,False,2528
EFO_0022285,OC_nocite_16__composite_min2,6.086631369475144,OC,16,2,NOCITE,Genetic,False,2529
EFO_0022287,OC_nocite_16__composite_min2,30.479763653489996,OC,16,2,NOCITE,Genetic,False,2530
EFO_0022288,OC_nocite_16__composite_min2,39.2313020194601,OC,16,2,NOCITE,Genetic,False,2531
EFO_0022291,OC_nocite_16__composite_min2,5.416116594945965,OC,16,2,NOCITE,Genetic,False,2532
EFO_0022292,OC_nocite_16__composite_min2,28.90897244672073,OC,16,2,NOCITE,Genetic,False,2533
EFO_0022293,OC_nocite_16__composite_min2,17.35348640845638,OC,16,2,NOCITE,Genetic,False,2534
EFO_0022295,OC_nocite_16__composite_min2,22.498593886878236,OC,16,2,NOCITE,Genetic,False,2535
EFO_0022298,OC_nocite_16__composite_min2,42.35426186604982,OC,16,2,NOCITE,Genetic,False,2536
EFO_0022299,OC_nocite_16__composite_min2,41.2036528551195,OC,16,2,NOCITE,Genetic,False,2537
EFO_0022300,OC_nocite_16__composite_min2,13.857425073455722,OC,16,2,NOCITE,Genetic,False,2538
EFO_0022301,OC_nocite_16__composite_min2,32.71843321171652,OC,16,2,NOCITE,Genetic,False,2539
EFO_0022306,OC_nocite_16__composite_min2,42.382604495139056,OC,16,2,NOCITE,Genetic,False,2540
EFO_0022307,OC_nocite_16__composite_min2,37.21860757805467,OC,16,2,NOCITE,Genetic,False,2541
EFO_0022308,OC_nocite_16__composite_min2,15.922603131138567,OC,16,2,NOCITE,Genetic,False,2542
EFO_0022310,OC_nocite_16__composite_min2,10.826294607410135,OC,16,2,NOCITE,Genetic,False,2543
EFO_0022312,OC_nocite_16__composite_min2,29.46251110743548,OC,16,2,NOCITE,Genetic,False,2544
EFO_0022313,OC_nocite_16__composite_min2,53.06976836293206,OC,16,2,NOCITE,Genetic,False,2545
EFO_0022314,OC_nocite_16__composite_min2,42.11869452013089,OC,16,2,NOCITE,Genetic,False,2546
EFO_0022316,OC_nocite_16__composite_min2,25.789131354614085,OC,16,2,NOCITE,Genetic,False,2547
EFO_0022317,OC_nocite_16__composite_min2,52.02166950606895,OC,16,2,NOCITE,Genetic,False,2548
EFO_0022320,OC_nocite_16__composite_min2,18.47656888336068,OC,16,2,NOCITE,Genetic,False,2549
EFO_0022321,OC_nocite_16__composite_min2,51.45465837719213,OC,16,2,NOCITE,Genetic,False,2550
EFO_0022322,OC_nocite_16__composite_min2,19.830721009263463,OC,16,2,NOCITE,Genetic,False,2551
EFO_0022323,OC_nocite_16__composite_min2,52.3670768165616,OC,16,2,NOCITE,Genetic,False,2552
EFO_0022325,OC_nocite_16__composite_min2,58.18751383418672,OC,16,2,NOCITE,Genetic,False,2553
EFO_0022326,OC_nocite_16__composite_min2,67.6809604189905,OC,16,2,NOCITE,Genetic,False,2554
EFO_0022327,OC_nocite_16__composite_min2,26.80714383249932,OC,16,2,NOCITE,Genetic,False,2555
EFO_0022329,OC_nocite_16__composite_min2,38.90015444924983,OC,16,2,NOCITE,Genetic,False,2556
EFO_0022330,OC_nocite_16__composite_min2,24.26735046605744,OC,16,2,NOCITE,Genetic,False,2557
EFO_0022333,OC_nocite_16__composite_min2,3.8711943840285663,OC,16,2,NOCITE,Genetic,False,2558
EFO_0022335,OC_nocite_16__composite_min2,18.783029046881342,OC,16,2,NOCITE,Genetic,False,2559
EFO_0022336,OC_nocite_16__composite_min2,7.5088604712810625,OC,16,2,NOCITE,Genetic,False,2560
EFO_0022337,OC_nocite_16__composite_min2,17.221405448589277,OC,16,2,NOCITE,Genetic,False,2561
EFO_0022338,OC_nocite_16__composite_min2,43.3670450907367,OC,16,2,NOCITE,Genetic,False,2562
EFO_0022339,OC_nocite_16__composite_min2,32.10572158914329,OC,16,2,NOCITE,Genetic,False,2563
EFO_0022341,OC_nocite_16__composite_min2,10.406457023626418,OC,16,2,NOCITE,Genetic,False,2564
EFO_0600002,OC_nocite_16__composite_min2,1.3690836734308656,OC,16,2,NOCITE,Genetic,False,2565
EFO_0600008,OC_nocite_16__composite_min2,1.7127870570508414,OC,16,2,NOCITE,Genetic,False,2566
EFO_0600047,OC_nocite_16__composite_min2,3.9836965531861344,OC,16,2,NOCITE,Genetic,False,2567
EFO_0600088,OC_nocite_16__composite_min2,30.006670084868016,OC,16,2,NOCITE,Genetic,False,2568
EFO_0803317,OC_nocite_16__composite_min2,3.337190069962147,OC,16,2,NOCITE,Genetic,False,2569
EFO_0803367,OC_nocite_16__composite_min2,32.25514150018462,OC,16,2,NOCITE,Genetic,False,2570
EFO_0803370,OC_nocite_16__composite_min2,22.32325893967996,OC,16,2,NOCITE,Genetic,False,2571
EFO_0803539,OC_nocite_16__composite_min2,31.70543909992401,OC,16,2,NOCITE,Genetic,False,2572
EFO_0803540,OC_nocite_16__composite_min2,18.512870982107515,OC,16,2,NOCITE,Genetic,False,2573
EFO_0803541,OC_nocite_16__composite_min2,7.8555810561760815,OC,16,2,NOCITE,Genetic,False,2574
EFO_0803544,OC_nocite_16__composite_min2,1.3327488754467698,OC,16,2,NOCITE,Genetic,False,2575
EFO_0803546,OC_nocite_16__composite_min2,16.120434507760653,OC,16,2,NOCITE,Genetic,False,2576
EFO_0803547,OC_nocite_16__composite_min2,19.927754148592097,OC,16,2,NOCITE,Genetic,False,2577
EFO_0803548,OC_nocite_16__composite_min2,13.91042255234731,OC,16,2,NOCITE,Genetic,False,2578
EFO_1000566,OC_nocite_16__composite_min2,36.51208043276966,OC,16,2,NOCITE,Genetic,False,2579
EFO_1000786,OC_nocite_16__composite_min2,10.874979324103313,OC,16,2,NOCITE,Genetic,False,2580
EFO_1001486,OC_nocite_16__composite_min2,51.11987013893045,OC,16,2,NOCITE,Genetic,False,2581
EFO_1001488,OC_nocite_16__composite_min2,14.982292296171682,OC,16,2,NOCITE,Genetic,False,2582
EFO_1001870,OC_nocite_16__composite_min2,16.164814356378727,OC,16,2,NOCITE,Genetic,False,2583
EFO_1001976,OC_nocite_16__composite_min2,10.285080895664503,OC,16,2,NOCITE,Genetic,False,2584
EFO_1002011,OC_nocite_16__composite_min2,21.53524251080592,OC,16,2,NOCITE,Genetic,False,2585
GO_0006306,OC_nocite_16__composite_min2,17.03599990849915,OC,16,2,NOCITE,Genetic,False,2586
GO_0007568,OC_nocite_16__composite_min2,1.1996665060214862,OC,16,2,NOCITE,Genetic,False,2587
HP_0000131,OC_nocite_16__composite_min2,1.8878463218747596,OC,16,2,NOCITE,Genetic,False,2588
HP_0000155,OC_nocite_16__composite_min2,27.320456600156955,OC,16,2,NOCITE,Genetic,False,2589
HP_0000539,OC_nocite_16__composite_min2,47.67248876491417,OC,16,2,NOCITE,Genetic,False,2590
HP_0000545,OC_nocite_16__composite_min2,27.344621654331128,OC,16,2,NOCITE,Genetic,False,2591
HP_0000964,OC_nocite_16__composite_min2,30.96459234899928,OC,16,2,NOCITE,Genetic,False,2592
HP_0002140,OC_nocite_16__composite_min2,1.633433328947537,OC,16,2,NOCITE,Genetic,False,2593
HP_0002619,OC_nocite_16__composite_min2,8.48130096553006,OC,16,2,NOCITE,Genetic,False,2594
HP_0003418,OC_nocite_16__composite_min2,21.941378637409624,OC,16,2,NOCITE,Genetic,False,2595
MONDO_0001336,OC_nocite_16__composite_min2,23.60010312597782,OC,16,2,NOCITE,Genetic,False,2596
MONDO_0001703,OC_nocite_16__composite_min2,4.3630931407862485,OC,16,2,NOCITE,Genetic,False,2597
MONDO_0002009,OC_nocite_16__composite_min2,33.953064511930165,OC,16,2,NOCITE,Genetic,False,2598
MONDO_0004892,OC_nocite_16__composite_min2,31.779548145078437,OC,16,2,NOCITE,Genetic,False,2599
MONDO_0004907,OC_nocite_16__composite_min2,8.916538530032014,OC,16,2,NOCITE,Genetic,False,2600
MONDO_0004975,OC_nocite_16__composite_min2,27.078081320136203,OC,16,2,NOCITE,Genetic,False,2601
MONDO_0004976,OC_nocite_16__composite_min2,24.172701334980253,OC,16,2,NOCITE,Genetic,False,2602
MONDO_0004985,OC_nocite_16__composite_min2,24.8139431699638,OC,16,2,NOCITE,Genetic,False,2603
MONDO_0004992,OC_nocite_16__composite_min2,25.033173832180225,OC,16,2,NOCITE,Genetic,False,2604
MONDO_0005041,OC_nocite_16__composite_min2,15.159044259692449,OC,16,2,NOCITE,Genetic,False,2605
MONDO_0005129,OC_nocite_16__composite_min2,3.085054028570678,OC,16,2,NOCITE,Genetic,False,2606
MONDO_0005147,OC_nocite_16__composite_min2,26.853910414961863,OC,16,2,NOCITE,Genetic,False,2607
MONDO_0005178,OC_nocite_16__composite_min2,3.044703253697027,OC,16,2,NOCITE,Genetic,False,2608
MONDO_0005180,OC_nocite_16__composite_min2,21.43615447511656,OC,16,2,NOCITE,Genetic,False,2609
MONDO_0005271,OC_nocite_16__composite_min2,19.221937687699683,OC,16,2,NOCITE,Genetic,False,2610
MONDO_0005277,OC_nocite_16__composite_min2,11.231223443835216,OC,16,2,NOCITE,Genetic,False,2611
MONDO_0005301,OC_nocite_16__composite_min2,32.2439233217506,OC,16,2,NOCITE,Genetic,False,2612
MONDO_0005405,OC_nocite_16__composite_min2,13.6845369401891,OC,16,2,NOCITE,Genetic,False,2613
MONDO_0005575,OC_nocite_16__composite_min2,15.896027362787706,OC,16,2,NOCITE,Genetic,False,2614
MONDO_0021400,OC_nocite_16__composite_min2,9.73507822981555,OC,16,2,NOCITE,Genetic,False,2615
MONDO_0024647,OC_nocite_16__composite_min2,6.75231198705037,OC,16,2,NOCITE,Genetic,False,2616
MONDO_0100096,OC_nocite_16__composite_min2,23.520185929670063,OC,16,2,NOCITE,Genetic,False,2617
OBA_2001001,OC_nocite_16__composite_min2,9.441541510133332,OC,16,2,NOCITE,Genetic,False,2618
OBA_2001015,OC_nocite_16__composite_min2,4.8148951967996165,OC,16,2,NOCITE,Genetic,False,2619
OBA_2050328,OC_nocite_16__composite_min2,3.249568131564308,OC,16,2,NOCITE,Genetic,False,2620
PATO_0000047,OC_nocite_16__composite_min2,12.795417338387075,OC,16,2,NOCITE,Genetic,False,2621
EFO_0000095,OC_nocite_20__composite_min2,24.066311256834418,OC,20,2,NOCITE,Genetic,False,2622
EFO_0000183,OC_nocite_20__composite_min2,2.811407236251968,OC,20,2,NOCITE,Genetic,False,2623
EFO_0000195,OC_nocite_20__composite_min2,21.863938265038687,OC,20,2,NOCITE,Genetic,False,2624
EFO_0000274,OC_nocite_20__composite_min2,20.82558797003034,OC,20,2,NOCITE,Genetic,False,2625
EFO_0000319,OC_nocite_20__composite_min2,4.114133361073463,OC,20,2,NOCITE,Genetic,False,2626
EFO_0000341,OC_nocite_20__composite_min2,18.525688364487305,OC,20,2,NOCITE,Genetic,False,2627
EFO_0000384,OC_nocite_20__composite_min2,20.03354367692811,OC,20,2,NOCITE,Genetic,False,2628
EFO_0000389,OC_nocite_20__composite_min2,5.246796122178767,OC,20,2,NOCITE,Genetic,False,2629
EFO_0000400,OC_nocite_20__composite_min2,3.25071062599013,OC,20,2,NOCITE,Genetic,False,2630
EFO_0000537,OC_nocite_20__composite_min2,12.584291397663364,OC,20,2,NOCITE,Genetic,False,2631
EFO_0000555,OC_nocite_20__composite_min2,27.548194420268224,OC,20,2,NOCITE,Genetic,False,2632
EFO_0000571,OC_nocite_20__composite_min2,16.721652059699284,OC,20,2,NOCITE,Genetic,False,2633
EFO_0000612,OC_nocite_20__composite_min2,20.3810914552492,OC,20,2,NOCITE,Genetic,False,2634
EFO_0000676,OC_nocite_20__composite_min2,10.773949502573853,OC,20,2,NOCITE,Genetic,False,2635
EFO_0000684,OC_nocite_20__composite_min2,17.907435340093922,OC,20,2,NOCITE,Genetic,False,2636
EFO_0000707,OC_nocite_20__composite_min2,17.73423384340479,OC,20,2,NOCITE,Genetic,False,2637
EFO_0000729,OC_nocite_20__composite_min2,32.01266741879248,OC,20,2,NOCITE,Genetic,False,2638
EFO_0000731,OC_nocite_20__composite_min2,4.505147955822612,OC,20,2,NOCITE,Genetic,False,2639
EFO_0000756,OC_nocite_20__composite_min2,21.620963897552,OC,20,2,NOCITE,Genetic,False,2640
EFO_0000768,OC_nocite_20__composite_min2,5.187211273975389,OC,20,2,NOCITE,Genetic,False,2641
EFO_0001060,OC_nocite_20__composite_min2,52.59000064492729,OC,20,2,NOCITE,Genetic,False,2642
